snomed_ref,snomed_descr
283948004,hematoma del pene
283949007,laceracion del pene
283951006,ruptura del pene
283963001,laceración del útero
283970001,laceracion del perineo femenino
283976007,traumatismo vulvar
284062002,contusion lumbar
284075002,sangrado vaginal en gotas durante el embarazo
284077005,fistula perineal
284078000,erupcion purpurica
284196006,quemadura de piel
284223003,quemadura de gluteo
284465006,hallazgo relacionado con el funcionamiento psicosocial
284477001,indigente
284523002,tos persistente
284549007,laceración de mano
284554003,lesion traumatica por avulsion
284591009,abuso cronico de alcohol
284778005,dificultad para realizar actividad de cuidado personal
285049007,usa lentillas
285059008,lesion traumatica del oido externo
285145004,acatisia
285243004,bradipsiquia
285261008,pensamientos peligrosos y dañinos
285267007,pensamientos de agresion fisica
285302001,quiste cutaneo
285310000,carcinoma de conducto anal
285312008,carcinoma de colon sigmoide
285327008,insecto en el meato auditivo externo
285335006,hemorragia de alveolo dental
285347000,heridas multiples por arma blanca
285355007,ampolla de sangre
285365001,dolor en dedo del pie
285375003,dolor en pene
285381006,exacerbacion infecciosa aguda de enfermedad obstructiva cronica de vias aereas
285384003,deterioro general de la salud
285385002,dolor en hemitorax izquierdo
285386001,dolor en hemitorax derecho
285387005,dolor abdominal en el lado izquierdo
285424002,gammapatia monoclonal por IgG de significacion incierta
285426000,gammapatia monoclonal por IgM de significacion incierta
285432005,carcinoma de cervix uterino
285600004,lesion de nervio pudendo
285601000,lesión de nervio obturador
285636001,neoplasia intraepitelial cervical
285838002,neoplasia intraepitelial cervical grado 2
285841006,lesión de la cavidad pélvica
286369003,incapaz de hablar
286623009,laceracion de lengua
286710008,caracter ansioso
286756000,caracter impulsivo
286831002,tiende a mentir con frecuencia sin razon
286899003,carcinoma de organo genital
286933003,sindrome confusional
286967008,apendicitis aguda perforada
287045000,dolor en el brazo izquierdo
287046004,dolor en el brazo derecho
287047008,dolor en miembro inferior izquierdo
287048003,dolor en miembro inferior derecho
287050006,osteomielitis aguda de codo
287057009,complejo auricular prematuro
287065007,fractura patologica - brazo
287077002,consolidacion defectuosa de fractura - pierna
287091008,luxaciones/esguinces/distensiones musculares
287125006,ampolla en la cornea
287731003,isquemia cerebral
288203005,situacion transversa/oblicua
288216005,ruptura de tendon - hombro
288241003,dolor en extremidad - multiple
288252009,infeccion materna
288517002,enfermedad consuntiva
288939007,dificultad para tragar
289136006,hallazgo relacionado con el patron alimentario
289145007,hallazgo relacionado con el patron de alimentacion del lactante
289203002,hallazgo relacionado con las caracteristicas del embarazo
289260002,hernia epigastrica
289289000,lesion de membrana amniotica
289290009,hallazgo relacionado con mediciones de las membranas amnioticas
289291008,membranas amnioticas normales
289299005,cordón umbilical - hallazgo
289315001,cordon umbilical normal
289474006,lesion en labio vulvar
289477004,masa en la vulva
289479001,inflamacion de la vulva
289484007,liquenificacion de la vulva
289485008,eritema de vulva
289488005,lesion de labios vulvares
289506009,lesion de clitoris
289509002,edema del clitoris
289510007,inflamacion del clitoris
289514003,tumoracion de la vagina
289517005,lesion vaginal
289522005,tumoracion vaginal
289530006,hallazgo relacionado con sangrado vaginal
289574008,eliminacion del tapon mucoso
289576005,loquios presentes
289585005,loquios normales
289618005,hallazgo relacionado con el utero
289675001,hallazgo relacionado con el utero gravido
289794001,lesion del cuello uterino
289797008,tumoracion de cuello uterino
289824002,hallazgo relacionado con mediciones del cuello uterino
289827009,hallazgo relacionado con sutura de cerclaje cervical
289840004,lesion de ovario
289855008,lesión de perineo femenino
289903006,menopausia presente
289906003,problema del aparato genital femenino
289917002,antecedente de neoplasia de vejiga urinaria
289922002,masa en ovario
290054003,hallazgo relacionado con el aspecto de la mama
290070001,mama eritematosa
290073004,lesion mamaria
290074005,nodulo de piel de mama
290076007,fistula de mama
290078008,hallazgo relacionado con la sensibilidad de las mamas
290084006,mama normal
290097008,lesion de pezon
290103001,telorragia
290113009,secreción sanguinolenta por pezón
290122005,hallazgo relacionado con la lactancia
290133008,intoxicacion causada por analgesico no opioide
290135001,intoxicación intencional por paracetamol
290187002,hernia de Spiegel
290201006,intoxicacion por fentanilo
290802009,intoxicacion por litio
290888005,intoxicacion por inhibidor selectivo de la recaptacion de serotonina
290935000,intoxicacion por lamotrigina
290943005,intoxicacion por gabapentina
290980004,intoxicación por clonazepam
291050000,intoxicacion por alprazolam
291121009,intoxicacion por neuroleptico
292042007,reaccion adversa causada por paracetamol
292045009,reaccion adversa a analgesicos opiaceos
292095005,reaccion adversa a medios de contraste
292176000,reacción adversa a fármaco anestésico de acción local
292196008,reaccion adversa a farmaco antineoplasico
292234002,reaccion adversa al fluorouracilo
292237009,reaccion adversa al carboplatino
292314001,reaccion adversa a farmaco antiepileptico
292316004,reaccion adversa a la lamotrigina
292371003,reaccion adversa a farmaco neuroleptico
292417007,reaccion adversa al disulfiram
292469002,reaccion adversa a farmaco parasimpaticomimetico anticolinesterasa
292920009,reaccion adversa a farmaco antibacteriano
292945007,reaccion adversa a 4-quinolonas
292954005,reaccion adversa a la penicilina
292967008,reaccion adversa a la amoxicilina
292999002,reaccion adversa a la cefazolina
293096000,reaccion adversa a productos de inmunoglobulinas
293104008,reaccion adversa a componente de vacuna
293141009,reaccion adversa a corticosteroides
293295008,reaccion adversa causada por bisfosfonato
293331003,reaccion adversa al anticoagulante
293407009,reacción adversa al poliestireno sulfonato cálcico
293492009,reaccion adversa a inhibidor de la anhidrasa carbonica
293586001,alergia a acido acetilsalicilico
293610009,alergia a antiinflamatorios no esteroideos
293619005,alergia a ibuprofeno
293729009,alergia a farmaco antineoplasico/inmunosupresor/inmunoestimulante
293779007,alergia a carboplatino
293785000,alergia a paclitaxel
294073007,alergia a tropicamida
294468006,alergia a neomicina
294499007,alergia a bencilpenicilina
294505008,alergia a amoxicilina
294551009,alergia a ceftriaxona
295046003,proctocolitis ulcerosa
295124009,sobredosis de paracetamol
295799003,sobredosis de farmaco inmunodepresor
295919005,sobredosis de sertralina
295960003,sobredosis de fármaco anticonvulsivante
296015009,sobredosis de sedante
296053004,sobredosis de benzodiazepina
296118008,sobredosis de diazepam
296321004,sobredosis de cocaina
296849000,sobredosis de insulina
297062008,sobredosis de digoxina
297106006,infertilidad primaria
297132000,fractura de falange distal del pulgar
297142003,inflamacion de pie
297147009,atrofia vaginal
297151006,trombosis de la arteria ilíaca externa
297154003,trombosis de arteria subclavia
297178008,seroma mamario
297189001,prolapso de colostomia
297190005,prolapso de ileostomia
297194001,ganglion del pie
297200009,sobredosis de antidepresivo tricíclico
297217002,costalgia
297218007,anomalia congenita de conducto arterioso
297242006,antecedente familiar de cardiopatia isquemica
297288000,calculo hepatico
297960002,masa cutanea
297968009,piel sangrante
298004008,lesion de mucosa nasal
298005009,hallazgo relacionado con la curacion de una herida
298012000,dolor de herida
298014004,hallazgo relacionado con la prueba de mantoux
298083004,cuerpo extraño en piel de dedo
298149009,lesion articular
298160000,inflamacion de articulacion
298162008,"articulacion de hombro, inflamada"
298163003,inflamacion de codo
298164009,inflamacion de la muñeca
298165005,inflamacion de articulacion de mano
298167002,artritis de dedo de mano
298171004,"articulacion del tobillo, inflamada"
298172006,inflamacion de articulacion de pie
298174007,artritis metatarsofalangica
298234007,rectificacion de columna cervical
298280009,tumefaccion de musculo esqueletico
298282001,cuadriparesia espastica
298349001,tumefaccion de partes blandas
298366004,hallazgo relacionado con articulacion temporomandibular
298373009,inmovilizacion de articulacion temporomandibular
298375002,articulacion temporomandibular dolorosa a la palpacion
298382003,escoliosis
298397000,lesión de cuello
298494008,escoliosis dorsal
298499003,lesion de columna vertebral dorsal
298591003,escoliosis lumbar
298731003,dolor de esternon
298732005,hallazgo relacionado con la estructura costal
298738009,hallazgo relacionado con el movimiento de las costillas
298756009,hallazgo relacionado con hueso de la extremidad superior
298854003,articulacion de hombro inestable
299033004,deformidad de la mano
299037003,tumefaccion de la mano
299042006,debilidad de la mano
299043001,hallazgo relacionado con hueso de la mano
299060006,tumefaccion de dedo de la mano
299216000,mano amputada
299276009,esclerodermia limitada
299321000,hallazgo en la articulacion de la rodilla
299330008,genu valgo
299331007,genu varo
299471001,debilidad del pie
299558001,hallazgo relacionado con los huesos del pie
299577004,tumefacción de articulación de dedo del pie
299581004,deformidad de articulacion de dedo del pie -
299647001,amputado por encima de la rodilla
299653001,pie amputado
299692008,trastorno de la glandula de Bartolino
299703001,lesion ocupante de espacio (LOE) intracraneal
299704007,tumoracion de la cara
299709002,flemon dental
299718000,hallazgo en el cerebro
299729001,hallazgo relacionado con las meninges
299738004,lesión de la neurona motora superior
299818006,reflejo vestibulocular ausente
299969005,dispepsia causada por medicamentos
299970006,picadura animal
299971005,picadura de insecto
299989006,infeccion de dedo del pie
299990002,infeccion del pie
299991003,infeccion de dedo de la mano
300096002,lesion de pabellon auricular
300098001,masa en pabellon auricular
300101002,sangrado de pabellon auricular
300130009,lesion de conducto auditivo
300131008,tumoracion en conducto auditivo
300133006,hallazgo relacionado con sensibilidad de conducto auditivo
300160004,hallazgo relacionado con tubo de ventilacion timpanica
300197009,problema de oido
300245009,lengua asimetrica
300246005,lesion de lengua
300251004,lesion de encias
300257000,lesion en glandula salival
300258005,quiste de glandula salival
300259002,quiste de glandula parotida
300264003,hallazgo relacionado con la saliva
300273006,sangrado faringeo
300275004,hallazgo relacionado con la sensibilidad faringea
300286002,lesion de esofago
300296006,lesion de estomago
300310003,hallazgo relacionado con el colon
300312006,lesion de recto
300324004,hallazgo relacionado con la apariencia del hígado
300326002,hallazgo relacionado con la consistencia del higado
300331000,lesion de higado
300332007,masa hepatica
300339003,hallazgo relacionado con la via biliar
300346007,lesion de vesicula biliar
300357002,hallazgo relacionado con el pancreas
300361008,vomito con contenido de sangre
300366003,vomito fecal
300369005,hallazgo relacionado con la flatulencia
300373008,hallazgo relacionado con la defecacion
300383007,hallazgo relacionado con la eliminacion de meconio
300456007,vejiga urinaria pequeña
300457003,lesion of bladder
300477005,materia fecal en orina
300488004,hallazgo relacionado con la sensibilidad de los testiculos
300492006,lesion de testiculo
300513000,lesion de pene
300515007,masa de pene
300520007,lesion de prepucio
300521006,ulcera de prepucio
300552007,ovulación - hallazgo
300569009,tumoracion perineal
300571009,hallazgo relacionado con el saco gestacional
