prov_ref,prov_descr
MFQ208335,procesador oido bidirec gris-platino
MFQ208618,kit mezclador resina acrilica
MFQ208619,jeringa llenado canulas cemento oseo
MFQ208620,kit instrumentos cementacion tornillo
MFQ208621,"aguja kirschner 2,8mmx300mm taladro"
MFQ208633,"aguja kirschner 3,0mmx285mm"
MFQ208717,aguja vertebroplastia 11gx150mm
MFQ208737,cabezal fresado intramedular riao10mm
MFQ208738,"cabezal fresado intramedular riao10,5mm"
MFQ208739,cabezal fresado intramedular riao11mm
MFQ208740,"cabezal fresado intramedular riao11,5mm"
MFQ208765,cauterio p/cortar implantes reabsorb.
MFQ208881,"cabezal fresado intramedular riao14,5mm"
MFQ208883,kit fresado sistema ria 2
MFQ209153,"aguja-guia punta broca 2,5mmx30cm"
MFQ209154,"aguja-guia rosca punta trocar 2,5mmx30cm"
MFQ209156,"aguja-guia punta broca 2,5mmx30cm cromo"
MFQ209357,"terminal ablacion rf curvo 30o 1,4mm"
MFQ209730,"aguja kirschner 1,0mmx80mm"
MFQ209781,"aguja kirschner 1,2mmx120mm c/muesca"
MFQ209782,"aguja kirschner 1,5mmx80mm"
MFQ209837,"broca tornillo esponjosa o3,2mm l20mm"
MFQ210043,"aguja kirschner 2,0mmx160mm"
MFQ210110,"aguja-guia punta trocar 1,57mmx15cm"
MFQ210217,perforador cemento curvo 90mm
MFQ210218,cuchilla curva lisa 90-10mm
MFQ210360,kit retraccion gancho prot.peneana marco
MFQ210594,cat balon atp otw semid 10x20mm 35 13at
MFQ210950,kit perfusion hipetermia perit.3000ml/mi
MFQ211199,"aguja-guia ligamentos 1,1mm est"
MFQ211200,"aguja-guia perforadora retrograda 3,5mm"
MFQ211240,pack hoja sierra corta+larga 62mm
MFQ211242,"hoja bisturi artroscopia o2,97mmx21cm re"
MFQ211243,kit intercambiadores artroscopia cadera
MFQ211271,segmentacion cir. planificacion virtual
MFQ211301,bisturi artros.punta afilada robusta
MFQ211302,kit acceso portales artroscopicos
MFQ211303,canula artroscopia transporte 80-110mm
MFQ211304,pasador sutura artroscopica crescentico
MFQ211305,terminal ablacion rf curvo 50o succion
MFQ211306,fresa diamante hoja cruzada 4mm
MFQ211319,pack hoja sierra corta+larga 54mm
MFQ211320,pack hoja sierra corta+larga 56mm
MFQ211321,cartucho tubos entrada-salida artros
MFQ211322,broca anclaje sutura artroscopica s/nudo
MFQ211341,pack hoja sierra corta+larga 58mm
MFQ211351,pack hoja sierra corta+larga 64mm
MFQ211352,pack hoja sierra corta+larga 66mm
MFQ211364,terminal motor stryker cadera 4mm curvo
MFQ211400," broca flexible bloqueo brocado 2,1mm"
MFQ211521,osteo manguito insercion clavos tibia spi d8-11
MFQ211522,osteo manguito insercion clavos tibia spi d8-13
MFQ211754,"broca tornillo esponjosa o3,2mm l30mm"
MFQ211795,"osteo aguja kirschner punta trocar 1,6mm"
MFQ211797,"osteo aguja kirschner punta roscada 1,25"
MFQ211798,"osteo aguja kirschner punta roscada 1,6"
MFQ211973,osteo aguja-k o1.6 l150 aceropica 6mm
MFQ211974,osteo aguja-k o2 l280 acero
MFQ211975,osteo aguja-k o1.25 l150 tav
MFQ211976,osteo aguja-k o1.25 c/dob-punta l150 tav
MFQ211992,canula artroscopia o6mmx3cm
MFQ211994,kit trocleoplastia rodilla
MFQ212101,"broca tornillo esponjosa o3,2mm l40mm"
MFQ212179,procesador oido bidirec 65db hl beige
MFQ212180,procesador oido bidirec 65db hl gris
MFQ212263,procesador oido bidirec 65db hl negro
MFQ212264,procesador oido bidirec 65db hl plata
MFQ212265,procesador oido bidirec 65db hl terracot
MFQ212335,planificacion cirugia craneofacial
MFQ212620,dispositivo inflado presion 55atm 14ml
MFQ212665,empujador/cortador nudos sutura artros.
MFQ212936,planificacion cirugia reconst. placas
MFQ213066,can. rf recta des. 10cm p act 10mm 22g
MFQ213067,can. rf recta des. 10cm p act 2mm 22g
MFQ213070,can. rf recta des. 10cm p act 5mm 22g
MFQ213082,placa paciente cosman des. sin cable
MFQ213083,can. rf recta des.5cm p act 4mm 22g
MFQ213202,can. rf curva 10cm p act 10mm 20g roma
MFQ213203,can. rf curva 10cm pa 10mm 20g p afilada
MFQ213204,can. rf curva  10cm pa 10mm 22g p afilad
MFQ213209,can. rf curva  15cm pa 10mm 20g p roma
MFQ213231,can. rf curva des.10cm p act 10mm 18g
MFQ213258,can. rf des. 10cm punta activa 5mm 23g
MFQ213259,can. rf des. 15cm punta activa 5mm 23g
MFQ213760,canula artroscopia roscada o8mmx70cm
MFQ213791,canula artroscopia o8mmx4cm
MFQ213792,canula artroscopia roscada o5mmx70cm
MFQ213793,pasador sutura artroscopia rana curva
MFQ213794,aguja pasa hilos
MFQ213795,aguja sutura artroscopia lazo bucle
MFQ213808,cir.digital 3d osteotomia tibia proximal
MFQ213815,cir.digital 3d osteotomia periacetabular
MFQ214326,canula radiofrecuencia recta desechable
MFQ214327,canula radiofrecuencia curva desechable
MFQ214486,iluminador quirurgico
MFQ214670,raspador cemento titanio o10mm 18cm
MFQ214762,aguja sutura artroscopia
MFQ214908,planificacion segmentacion dicom-stl
MFQ215051,cir.digital 3d imp.tornillos pediculares
MFQ215076,"aguja radiof.23g 6cm p.0,5cm c/elect"
MFQ215166,kit obtencion plasma rico en plaquetas
MFQ215235,cir.digital 3d protesis completa cadera
MFQ215333,"aguja kirschner 2,5mmx850mm bola"
MFQ215395,"pasador sutura artroscopia punta 1,65mm"
MFQ215396,sut nailon monofilar
MFQ215414,kit anclaje artroscopia cadera curvo
MFQ215415,kit acceso articulacion artroscop cadera
MFQ215419,kit anclaje artroscopia cadera recto
MFQ215422,"broca corta ao 3,5mm 152mm desechable"
MFQ215426,kit p/sistema inmovilizacion cadera
MFQ215427,forro pie sistema inmovilizacion cadera
MFQ215481,broca flexible artroscopia 15mm
MFQ215482,"broca sutura artroscopica c/vaina 2,8mm"
MFQ215601,guia corte/guiado fresa
MFQ215696,dispositivo auto-retractil no invasivo
MFQ215698,pano quirurgico paciente inmob. supina
MFQ215791,cir.digital 3d imp. protesis codo
MFQ215859,procesador oido bidirec 65db negro
MFQ215917,aguja artroscopia p/sutura meniscal
MFQ216022,kit accesorios prot. esfinter urinario
MFQ216336,kit radiofrecuencia refrigerada lumbar
MFQ216402,kit biopsia cifoplastia
MFQ216828,insertador boton artroscopia biceps
MFQ216829,"canula artroscopia roscada o8,25mmx70mm"
MFQ216863,"cat balon atp otw semid 1,5x20mm120cm 14"
MFQ216864,cat balon atp otw semid 4x40mm 80cm 18
MFQ216870,cat balon atp otw semid 5x80mm 80cm 18
MFQ216882,cat balon atp otw semid 5x120mm 80cm 18
MFQ216883,cat balon atp otw semid 5x150mm 80cm 18
MFQ216885,cat balon atp otw semid 6x80mm 80cm 18
MFQ216899,"aguja kirschner 2,0mmx200mm lisa"
MFQ216954,procesador oido nucleus 8 plata
MFQ217083,electrodo vaporizacion endosc biportal
MFQ217085,electrodo vaporizacion endosc biportal
MFQ217086,electrodo vaporizacion endosc biportal
MFQ217087,electrodo vaporizacion endosc biportal
MFQ217088,sinoviotomo endoscopio biportal
MFQ217089,fresa endoscopio biportal
MFQ217090,sinoviotomo endoscopio biportal
MFQ217101,fresa endoscopio biportal
MFQ217168,kit 2 placas  patela anterior titanio
MFQ217190,"aguja guia nitinol 1,0mmx 32cm est"
MFQ217223,cat balon atp pacli otw 3x80 15at 130 18
MFQ217224,"cat balon atp pacli otw2,5x80 15at130 18"
MFQ217241,"obturador canulas artroscopia 6,0mm"
MFQ217291,cat balon atp pacli otw 2x80 15at 130 18
MFQ217321,cat balon atp pacli otw 4x80 15at 130 18
MFQ217322,cat balon atp pacli otw 5x80 13at 130 18
MFQ217323,cat balon atp pacli otw4x150 15at 130 35
MFQ217324,cat balon atp pacli otw5x150 13at 130 35
MFQ217440,procesador oido nucleus 8 marron
MFQ217507,"obturador canulas artroscopia 8,0mm"
MFQ217508,"kit anclaje sutura artroscopica 1,7mm"
MFQ217581,pasador sutura gancho crescentrico
MFQ217833,"aguja kirschner 1,4mmx68mm oliva rosca"
MFQ217941,"kit anclaje sutura artroscopica 3,5mm"
MFQ218337,aguja jam-shidi 8g diamante
MFQ218340,columna embolo
MFQ218391,columna aguja vertebroplastia
MFQ218394,aguja everest mi p/tornillo pedicular
MFQ218396,"aguja kirschner 1,5mmx120mm c/muesca"
MFQ218406,trepano iris artificial 11mm
MFQ218742,osteo llave doble p/tuercas distraccion
MFQ218869,electrodo vaporizacion s/asp.90o 150mm
MFQ218898,"pin ojal punta broca 2,4mmx38cm"
MFQ219566,"aguja-guia tunelizacion osea 1,2mmx30cm"
MFQ220609,kit transferencia autoinjerto 8mm
MFQ220721,guia p/tornillo interferencial lca/lcp
MFQ220755,"aguja kirschner 1,5mmx550mm ti"
MFQ220856,bateria p/destornillador bos
MFQ220914,pasador sutura artroscopia 45o izquierdo
MFQ220915,pasador sutura artroscopia 45o derecho
MFQ220923,bisturi artros.punta afilada robusta
MFQ220925,canula artroscopia transporte 110-140mm
MFQ221138,estudio virtual protesis completa cadera
MFQ221183,sistema guias quirurgicas brocado cotilo
MFQ221185,modelo anatomico cadera paciente medio
MFUM,"fumarasa, muscul"
MGAAD,"gen gaa - mutacions familiars (m. pompe), dna"
MGAAS,"gen gaa - mutacions familiars (m. pompe), sang total"
MGBAD,"gen gba - mutacions familiars (e. gaucher), dna"
MGBAS,"gen gba - mutacions familiar (e. gaucher), sang total"
MGCDH,mgcdh
MGM1S,"gen glb1 - mutacions familiars (gangliosidosis gm1), sang total"
MGO,magnesi
MHLR,mhlr
MHLRS,"gen idua - mutacions familiars (m. hurler), sang total"
MHPLC,"acid micofenolic (mpa) [basal]-hplc,"
MIA,"melanoma inhibory activity (mia),serum"
MIECV,mielograma + estudio microbiologico | mielograma + estudi microbiologic
MIEG,mielograma
MIGRA,estudi de la funcio quimiotactica dels neutrofils
MIOS,"perfil miositis (ku,mi2,pl7,pl12, etc.)  serum"
MIP1A,mip-1 alfa  serum
MIT,mitocondriopatias acidosis lacticas (mit)
MITS,mitocondriopatias acidosis lacticas (mit seguimiento)
MKRB,gen galc-mutaciones familiares (e. krabbe).
MLDMD,"gen arsa - mutacions familiars (leucodistrofia metacromatica), dna"
MLDMS,"gen arsa - mutacions familiars (leucodistrofia metacromatica), sang total"
MMACHCD,"gen mmachc - mutacions familiars, dna"
MMACHCS,"gen mmachc - mutacions familiars, sang"
MMLMD,"gen arsb - mutacions familiars, dna"
MMLMS,"gen arsb - mutacions familiars, sang"
MMM,"deteccio de cel*lules circulants de melanoma (mmm),sang total"
MNPC1D,"gen npc1 - mutacions familiars (m. niemann-pick c), dna"
MNPC1S,"gen npc1 - mutacions familiars (m. niemann-pick c), sang total"
MO,"cariotip,moll d os"
MODSM,estudi de les diabetes hereditaries (cas index)
MODYF,diabetis monogenica (cas familiar)
MODYG,diabetes monogenicas (caso indice) | diabetis monogeniques (cas index)
MOLI,bandes oligloconals igm  lcr
MORF,morfina
MORFOG,morfog
MPACS,"acid micofenolic (mpa), area sota la corba simplificada -hplc"
MPDHE,piruvat deshidrogenasa (deficiencia de pdh) en muscul
MPO,"""anticossos anti-mieloperoxidasa  serum | """"anticossos anti-mieloperoxidasa  serum"""""""
MPOP,polimorfisme mpo-436a/g  sang total
MPS,"mucopolisacarids,orina"
MQ1,aguja hipodermica endovenosa 20gx1
MQ100,"aguja espinal 25x3,5g(0,5x88mm) desechab"
MQ101,"aguja espinal 22x1,5g(0,7x38mm) desechab"
MQ101153,sensor somanetics 4100 ref.- 7294100-saf
MQ101226,mascarilla laringea no3 ml003
MQ101227,mascarilla laringea  no4  ml004
MQ101495,drenaje venoso activo dva.-lp 4048
MQ101559,sabana en u 228x260cm. ref.- 9045
MQ101561,adaptador cono luer p/extraccion multipl
MQ101807,electrodo un solo uso estandard rls-2071
MQ101808,electrodo un solo uso maxi rls-3091
MQ101809,pinza laparoscopia ligasure 5mm.-ls1000
MQ101822,cable bisturi electrico  esa
MQ101937,taponamiento nasal goma-espuma 70x20x10m
MQ102007,carga p/endocortadora echelon 45 mm.
MQ102046,sonda de temperatura timpanica | sonda temperatura timpanica
MQ102106,equipo rellenado bomba dolor
MQ102158,solucion tintada (azul) vision blue vbl-
MQ102337,cateter venoso central set.(2x14g)
MQ102340,sensor monitor aspect (bb sensor bis)
MQ102487,campo oftalmologia 45x45cm.
MQ102608,cateter acceso venoso multifuncional
MQ102712,cateter certofix duo sb-730 (317296)
MQ102770,campo p/.artroscopia de hombro ref.1067
MQ102883,canula dyonics 7205306
MQ102884,canula dyonics 7205345
MQ102912,pack de artroscopia ref.- pg29051
MQ102987,"aposito hidrocoloide extrafino 7,5x7,5cm"
MQ102988,aposito hidrocoloide c/reborde 10x10 cms
MQ103,"aguja espinal 20x3,5g(0,9x88mm) desechab"
MQ103075,aguja desech.g 22 x 1/2 ref.- 301000
MQ103095,canula dyonics 7205307
MQ103243,protector bucal surcon
MQ103271,sk gel 3.5 mm.
MQ103272,lamina silicona sheet 13cm.40mm.
MQ103337,instrumento endo gia ii 030402
MQ103383,reservorio  100 cc.silicona
MQ103617,venda goma/espuma bajo vendaje 27m.x7cm.
MQ103798,aguja microdiseccion e 1133 3mm.45o ang
MQ103799,sonda silicona estriada ch.16-2v- 171505
MQ103800,sonda silicona estriada ch.18-2v- 171505
MQ103802,sonda silicona estriada ch.20-2v- 171505
MQ103805,sonda silicona estriada ch.24-2v- 171505
MQ103845,separador endo paddle retract 12mm 173046
MQ103932,carga endo gia artic. 45-3.5 030455 azul | carga endo gia univ. 45-3.5 030455 azul
MQ103933,instrumento endo gia universal 030449
MQ103934,carga endo gia ii 45-2.5 030425 blanco
MQ103936,trocar versaport v2 12 long. 179097
MQ103958,carga endo gia ii 30 2.5  030418 blanco | carga endo gia 30 2.5 recta 030418
MQ103959,carga endo gia ii 30-3.5 030419 azul
MQ103962,instrumento curvo ca-eea-21 111983
MQ103963,instrumento curvo ca-eea-34   111981
MQ103984,set infusion p/ hotline l-70ni
MQ104,"aguja espinal 19x3,5g(1,1x88mm) desechab"
MQ104093,canula infusion 6 mm. ref.585120 cja.5 u
MQ104216,sutur dexon ii  49003-51 2/0 - (9801-51)
MQ104303,carga endo gia art.45-2.5 030454 blanco | carga endo gia univ. 45-2.5 030454 blanco
MQ104354,pistola lavado pulsatil ref. 210.200
MQ104355,terminal canal femoral c/.cepillo 210004
MQ104357,terminal con cono ref.- 210.012
MQ104652,equipo irrigacion histeroscopia 031117
MQ104676,carga endo gia ii 45-4.8 030423 verde
MQ104677,sabana en u 150x250 cm.u 7x70 ref.9044
MQ104715,canula dyonics 7205326
MQ104855,canula tuohy epstar 26g set . 190312
MQ105,jeringa 0.5ml.insulina 50ui c/aguja 30x8
MQ105132,carga endo gia ii 60-3.5 030414 azul
MQ105512,canula dyonics 7205328
MQ105670,cusa pack tubo aspiracion irriga. c3601
MQ105671,punta larga curva standard c4614s
MQ105672,filtro anticontaminacion c0005
MQ105709,canula retrograda seno coro 13f.94113t
MQ105756,set nefrostomia ch.7 ref. 55260070
MQ105757,set nefrostomia ch.9 ref. 55260090
MQ105766,canula adulto nasal divi.p/.medicion co2
MQ105787,drenaje toracico blake silicona 19f.2230
MQ106,jeringa 2ml. 2 cuerpos cono luer
MQ106175,sonda temperatura foley 16f.- 90051
MQ106458,ff fast fix pusher suture cutter
MQ106494,carga endo gia ii 45-2.0 030426 gris
MQ106514,electrodo un solo uso angulada ls2111
MQ106542,set epilong. para peridural 19.5x90
MQ107,jeringa 5ml. 2 cuerpos cono luer
MQ107204,carga endo gia univ. 45-2.0 030453 gris | carga endo gia 45-2.0 articulada 30453
MQ107205,carga endo gia  artic.30-2.0 030450 gris | carga endo gia univ. 30-2.0 030450 gris
MQ10732,bastoncillos algodon p/.oidos pte.100 un
MQ107331,sistema autotransfusion consta-vac cbcii
MQ107360,carga endo gia ii 60-2.5 030412 blanco
MQ10739,torunda esteril n.2 sobre 4 unds
MQ107393,pinza laparoscopia atlas ls1100
MQ107408,aguja desech. 27 ga x 1/2 0.4x13 -300635
MQ107470,aguja stimuplex  d 0.7x50mm.-3460701 | aguja stimuplex d 0.7x50mm.-3460701
MQ107471,aguja stimuplex  d 0.7x120mm.3469689
MQ107667,trocar minishort 2 mm.- 171313
MQ107743,sensor o2 6850930
MQ107954,filtro y tapa de agua
MQ107955,filtro antipolvo 8601169
MQ107982,pinza cirugia ligasure ls-1200
MQ107985,mango disector sellador tissuelink
MQ108,jeringa 10ml. 2 cuerpos cono luer
MQ108233,instrumento endo gia univ.p. ref. 30403
MQ108262,aguja stimuplex  d 0.7x 80  346988
MQ10851,cinta silicona super maxi blue
MQ10853,cinta silicona amarilla maxi 10 sobre 2u
MQ108535,mango tissuelink plano 13-101-1
MQ10854,cinta silicona azul maxi 10 sobres de 2u
MQ10856,cinta silicona roja maxi 10pte de 2 unds
MQ108640,anillo reductor rf.9209616
MQ108641,tubo coarrugado rf. 9209617
MQ10870,cinta silicona blanca mini 10 sobres de2
MQ10871,panos quirur. urologia c/dedil-13-50-04
MQ108710,surgitie surgibraid vde  ed-21-l  0
MQ108742,set puncio continua plexo cateter simple
MQ108743,set puncio conti. plexo cate.estimulable
MQ10879,protector p/.explor.ecograf.sin deposito
MQ10886,bata esteril protecc extra mhr573xl-l
MQ10889,fundas video camara laser cd-5117 i
MQ10890,funda microscopio zeiss 41x56-
MQ108917,estimulador monopolar prass fluch-tip
MQ10893,funda intensificador de imagen 2951
MQ10899,guante cirugia esteril n.8.5. par
MQ109,jeringa 20ml. 2 cuerpos cono luer
MQ10901,torunda lentina 25x76 cja.20 sobres de
MQ10902,torundas lentinas 13x13 mm.cja.20 sobres
MQ10905,torundas lentinas 13x38 mm.cja 20 sobres
MQ10911,tapon nasal adultos canulado ref.-400411
MQ10912,pano 122x127.50 c.vitrectomia esteril
MQ10913,aposito adhesivo 7x5 cm.esteril
MQ10921,aposito adhesivo 10 x 35 cm.
MQ10924,aposito adhesivo 10x10cm.(tej.s/.tejer)
MQ10926,aposito adhesivo 9x10 cm.esteril.
MQ10936,venda goma latex 10mt.x10cms.
MQ10937,campo quirurgico 60x80 oper-filn 88007
MQ10942,aposito transparente 10x12 esteril.
MQ10943,aposito adhesivo 20x75 mm.
MQ10944,aposito ocular gasa-algodon esteril 1 u.
MQ10946,aposito adhesivo 8 x 20 cm.
MQ10947,aposito adhesivo 9x15 cm.esteril
MQ10953,torunda n.1 microcirugia rx.sobre 4 u.
MQ10958,inmovilizador hombro sling
MQ10971,pack basico cirugia 3m-9000
MQ10973,canula mamaria interna 1 mm.
MQ10975,canula arterial aortica 24 f
MQ10976,canula arterial aortica 22 f
MQ10986,canula ventricular 18f.lvf18h.esp.
MQ10990,canula vena safena
MQ10993,canula coronaria 12 fr
MQ110,jeringa 2ml. 3 cuerpos cono luer
MQ11002,cable estimulacion temp.pediatrico hard
MQ11006,canula arterial femoral n.20 7327
MQ11007,canula ventricular 15f
MQ110072,retractor mediano soft tissue trm
MQ110073,valve placement pack  vpp
MQ110074,canula venosa quickdraw 25fr. qd25
MQ110075,canula venosa quickdraw 22fr. qd22
MQ110076,cateter aortico endoclamp 100cm. ec1001
MQ110077,canula arterial endoreturn 21 fr. er21
MQ110078,canula arterial endoreturn 23 fr. er23
MQ11013,canula vena n? 32 rforz.maleable tfm32l
MQ11036,aspirador bomba
MQ11041,campana p/.bomba extracorporea
MQ11045,conector recto s/.luer 1/2 x 1/2
MQ11046,conector en y sin luer 3/8 x 3/8 x 1/4
MQ11049,tubo tca ca -
MQ11050,adaptador en cardioplegia
MQ11051,conector en y sin luer 1/2 x 3/8 x 3/8
MQ11053,conexion en y 3/8-3/8-3/8
MQ11058,tubo 3/8-3/32 tipo tygon mt.
MQ11060,conexion reduct.recto 3/8 - 1/4
MQ11061,conexion adap.recto luer
MQ11062,conector recto con luer 1/4 x 1/4
MQ11067,cateter judkins 8f izq c/botjl 8/4  8426
MQ110835,bolas de silicona 14 mm. ref.- sg-1014
MQ111,jeringa 5ml. 3 cuerpos cono luer
MQ111047,sierra striker  4125-127-90
MQ111068,alargadera 3 mts.c/bulbos 7 mm. esteril
MQ111155,bateria cr2 esteril para navegador
MQ111737,pinza bipolar curvatura derecha toracoto
MQ111756,"pinza cirugia ligasure ls  1120  (20cm,)"
MQ111757,"pinza laparoscopia atlas ls 1500 (5 mm,)"
MQ112,jeringa 10ml. 3 cuerpos cono luer
MQ112126,infusor bomba elastomerica lv 7 ml/h
MQ112412,set tubos control pio anterior dp4600
MQ112414,canula 20g subretinal recta
MQ112490,pack faco i/a venturi reutiliza. dp4210a
MQ112517,punta diatermia y aspiracion 20g- 2-1262
MQ112522,pack vitrctomia anterior  dp 4400
MQ112523,sonda iluminacion 20 g-a (mvs1011c)
MQ112526,set tubos control pio posterior dp4700a
MQ112545,cuchillete 15a  p/.cirugia oftalm.374891
MQ112546,canula de camara anterior 30g-030x22-
MQ112549,cuchillete 45o p/.cirugia oftalmo 374894
MQ112574,cistotomo 27g -16mm.  ( 5008 )
MQ113,jeringa 20ml. 3 cuerpos cono luer
MQ113024,gel lidocaina
MQ11344,equipo hemoconcentrador adulto hemocard
MQ11388,introductor c/.valvula  8.5 fr.
MQ11389,guia en j 035 120cm.(2j.3fc.080-35)7041
MQ11398,introductor 8f-c/valvula i451bf8.
