lab_sap_ref,lab_descr,units,lab_ref
LABLHD2,"LH [2],",µmol/L,4586
LABLHDL1,Hidroxilisina 1 (LCR),N.D.,2567
LABLHDL2,Hidroxilisina 2(LCR),N.D.,2568
LABLHFIV,"Luteotropina (LH) - FIV, sèrum",N.D.,2569
LABLHOC,Homocitrulina (LCR),N.D.,2570
LABLHS20,LH 20 min,U/L,4587
LABLHS45,LH 45 min,U/L,4588
LABLHS90,LH 90 min,U/L,4589
LABLHSB,LH basal,U/L,4590
LABLICD4,"Limfòcits T CD4 +,% limfòcits",N.D.,2571
LABLICD8,"Limfòcits T CD8 +,% limfòcits",N.D.,2572
LABLIE,"Limf intraepitelials(LIE),% de",N.D.,2573
LABLIMFAM,Linfocitos absoluto manual,10^9/L,2574
LABLIMFASC,Limfòcits sang de cordó,10^9/L,5057
LABLIMFMSC,Limfòcits sang de cordó,%,5058
LABLIMFSC,Limfòcits sang de cordó,%,5059
LABLIMMASC,Limfòcits sang de cordó,10^9L,5060
LABLINELC,"Linezolid, plasma LC/MS/MS",µg/mL,2575
LABLINEZ,Linezolid,N.D.,2576
LABLINF,Limfòcits,N.D.,2577
LABLINFI,Limfòcits,N.D.,2578
LABLINFP,Recompte de limfòcits producte,N.D.,2579
LABLINFT,"Limfòcits T,% limfòcits",N.D.,2580
LABLIPAC,"Gen LIPA (m. de Wolman), amnio",N.D.,4591
LABLIPBC,"Gen LIPA (m. de Wolman), vello",N.D.,4592
LABLIPLPA,"Lipasa, líquid pancreàtic",N.D.,2581
LABLIPLQ,"Lipasa, líquid",U/L,2582
LABLIPOXF,Hipercolesterolèmia (cas famil,N.D.,2583
LABLIPOXI,Hipercolesterolèmia familiar (,N.D.,2584
LABLIS509,LisoSM-509 (lisoesfingomielina,N.D.,2585
LABLISESFI,Interpretació,N.D.,2586
LABLISGB1,LisoGb1 (glucosilesfingosina),N.D.,2587
LABLISGB3,LisoGb3 (lisoglobotriaosilesfi,N.D.,2588
LABLISGM1,LisoGM1 (llis-monosialoganglió,N.D.,2589
LABLISGM2,LisoGM2 (llis-monosialoganglió,N.D.,2590
LABLISO,Ac IgG antolisozima (ANCA pane,N.D.,2591
LABLISOZ,"Anticossos antilisozima, sèrum",N.D.,2592
LABLKM1,Ac IgG anti-LKM1 (DotBlot),N.D.,2593
LABLKMD,"Anticossos anti-LKM, sèrum",N.D.,2594
LABLKMP,"Anticossos anti-LKM, sèrum",N.D.,4593
LABLLC1,LSI ATM (11q22.3),N.D.,4594
LABLLC2,CEP 12,N.D.,4595
LABLLC3,LSI D13S319 (13q14.3,N.D.,4596
LABLLC4,LSI p53 (17p13.1),N.D.,4597
LABLLCABU,Ácido alfa-aminobutírico (LCR),N.D.,2595
LABLLCVAL,Valina (LCR),N.D.,2596
LABLOPI,"Lopinavir, sang total",N.D.,2597
LABLOPILC,"Lopinavir, sang total LC/MS",µg/mL,2598
LABLPCFA,RT-PCR virus de la febre groga,N.D.,2599
LABLPCR,None,N.D.,2600
LABLPCRD,"RT-PCR virus Dengue, LCR",N.D.,2601
LABLPEA,Fosfoetanolamina (LCR),N.D.,2602
LABLPIPE,Ácido pipecólico  (LCR),N.D.,2603
LABLPLGA,"Cadenes pesades IgA lambda, sè",N.D.,2604
LABLPLGG,"Cadenes pesades IgG Lambda, sè",N.D.,2605
LABLPLMA,"Cadenes pesades IgM lambda, sè",N.D.,2606
LABLSACR,Sacaropina (LCR),N.D.,2607
LABLSAR,Sarcosina (LCR),N.D.,2608
LABLSENE,Limfòcits T senescents,N.D.,2609
LABLSENE19,Limfòcits T senescents,N.D.,2610
LABLSFSSIN,Interpretació,N.D.,2611
LABLSULF,Sulfocisteína (LCR),N.D.,2612
LABLTCD27,Limfòcits totals (IgD-CD27+),N.D.,2613
LABLTCIT,Limfòcits T citotòxics,N.D.,2614
LABLTCIT19,Limfòcits T citotòxics,N.D.,2615
LABLTFH,"Linf Tfh CXCR5+, % LT CD4+",%,2616
LABLTH1,"Linf Th1 (CXCR3+CCR6-), % LT C",%,2617
LABLTH117,"Linf Th 1/17 (CXCR3+CCR6+), %",%,2618
LABLTH17,"Linf Th17 (CXCR3-CCR6+), % LT",%,2619
LABLTH2,"Linf Th2 (CXCR3-CCR6-), %LT CD",%,2620
LABLTREG,Limfòcits T reguladors,N.D.,2621
LABLTREG19,Limfòcits T reguladors,N.D.,2622
LABLUEGC,Test confirmatori IgG T. palli,N.D.,2623
LABLUEGL,Ac IgG anti T.pallidum (ELISA),N.D.,2624
LABLUEGS,Ac IgG anti T.pallidum (ELISA),N.D.,2625
LABLUEMC,Test confirmatori IgM T. palli,N.D.,2626
LABLUEML,"IgM Prova treponèmica de LUES,",N.D.,2627
LABLUEMS,"IgM Prova treponèmica de Lues,",N.D.,2628
LABLVNIG,"Ac IgG Virus West Nile, LCR",N.D.,2629
LABLVNIM,"Ac IgM Virus West Nile, LCR",N.D.,2630
LABLWEST,"RT-PCR virus West Nile, LCR",N.D.,2631
LABLYS,"Lisina (LYS), orina",N.D.,2632
LABM1I,IgE Penicillum notatum (m1)-cl,N.D.,2633
LABM1II,IgE Penicillum notatum (m1)-co,N.D.,2634
LABM2,Anticossos antimitocondrial M2,UI/mL,2635
LABM2052,IgE Trichophyton rubrum (m205),N.D.,2636
LABM205I,IgE Trichophyton rubrum (m205),N.D.,2637
LABM223I,"IGE total, sèrum",N.D.,2638
LABM223II,"IGE total, sèrum",N.D.,2639
LABM226I,None,N.D.,2640
LABM226II,None,N.D.,2641
LABM229I,"IGE total, sèrum",N.D.,2642
LABM229II,"IGE total, sèrum",N.D.,2643
LABM235T,"Gen AGT -polimorfisme M235T,sa",N.D.,4598
LABM2DB,Ac IgG anti-M2 (Dot-Blot),N.D.,2644
LABM2I,IgE Cladosporium herbarum (m2),N.D.,2645
LABM2II,IgE Cladosporium herbarum (m2),N.D.,2646
LABM31,IgE Aspergillus fumigatus (m3),N.D.,2647
LABM32,IgE Aspergillus fumigatus (m3),N.D.,2648
LABM4I,IgE Mucor racemosus (m4)-cl.,N.D.,2649
LABM4II,IgE Mucor racemosus (m4)-conc.,N.D.,2650
LABM51,IgE Candida albicans (m5)-cl.,N.D.,2651
LABM52,IgE Candida albicans (m5)-conc,N.D.,2652
LABM61,IgE Alternaria alternata (m6)-,N.D.,2653
LABM62,IgE Alternaria alternata (m6)-,N.D.,2654
LABM80I,"IGE total, sèrum",N.D.,2655
LABM80II,"IGE total, sèrum",N.D.,2656
LABM80NELC,"M8-nelfinavir, sang total LC/M",µg/mL,2657
LABM81I,"IGE total, sèrum",N.D.,2658
LABM81II,"IGE total, sèrum",N.D.,2659
LABMA2L,Anticossos anti-Ma2(Ta) (Blot),N.D.,2660
LABMA2S,Anticossos anti-Ma2(Ta) (Blot),N.D.,2661
LABMACR,Macròfags,N.D.,2662
LABMACROF,Macròfags,N.D.,2663
LABMAGL,"Anticossos anti-MAG, LCR (Dot-",N.D.,2664
LABMAGL_I,Interpretació,N.D.,4599
LABMAGS,"Anticossos anti-MAG, sèrum (Do",N.D.,2665
LABMAGS_I,Interpretació,N.D.,2666
LABMANGO,"Manganès,orina",N.D.,2667
LABMAPT,Detecció de mutacions en el ge,N.D.,2668
LABMAPTF,Detecció de mutacions en el ge,N.D.,2669
LABMAPTFAL,Proteïna Tau fosforilada,N.D.,2670
LABMARALC,"Maraviroc, sang total LC/MS",µg/mL,2671
LABMASP2D,Genotipificación de MASP2,N.D.,2672
LABMB,Anticossos antimembrana basal,N.D.,2673
LABMBLG,Genotipificació del promotor i,N.D.,2674
LABMBLG1,MBLG1,N.D.,2675
LABMBLG2,MBLG2,N.D.,2676
LABMBLS,MBL sérica,N.D.,2677
LABMC1_3,Complex I+III/CS,N.D.,4600
LABMC1_3R,Complex I+III (NADH: cit C oxi,N.D.,4601
LABMC2_3,Complex II+III/CS,N.D.,4602
LABMC2_3R,Complex II+III (Succinato: cit,N.D.,4603
LABMCITCOM,Comentario,N.D.,2678
LABMCOM1,Complex I/CS,N.D.,4604
LABMCOM1R,Complex I (NADH: ubiquinol oxr,N.D.,4605
LABMCOM2,Complex II/CS,N.D.,4606
LABMCOM2R,Complex II (Succinato: decilub,N.D.,4607
LABMCOM3,Complex III/CS,N.D.,4608
LABMCOM3R,Complex III (QH2: cit C oxidor,N.D.,4609
LABMCOM4,Complex IV/CS,N.D.,4610
LABMCOM4R,Complex IV (Citocrom C oxidasa,N.D.,4611
LABMCPT2D,Gen CPT2-Mutacions familiars (,N.D.,4612
LABMCPT2S,Gen CPT2-Mutacions familiars (,N.D.,2679
LABMCRMINT,Interpretació,N.D.,4613
LABMCS,Citrat sintasa en múscul,N.D.,4614
LABMCTN,Interpretació Gen CTNS Mutació,N.D.,2680
LABMDA5,Ac miositis anti-MDA5 (Dot-Blot),N.D.,2681
LABME1R,Piruvat decarboxilasa (PDH_E1),N.D.,4615
LABMEHBP,"Metahemoglobina, sang arterial",%,2682
LABMEHBSTP,"Metahemoglobina, sang total",N.D.,2683
LABMELD,MELD Score,N.D.,2684
LABMELDNA,MELD-Na (OCATT),N.D.,2685
LABMEMACOM,Comentario,N.D.,2686
LABMEMLINF,B memoria (IgD-),%,2687
LABMEMLINT,Limfòcits B memòria (IgD-) tot,Cèls/µL,4616
LABMEN1F,"Gen de la MEN 1 -cas familiar,",N.D.,2688
LABMEN1I,"Gen de la MEN 1 -cas índex,san",N.D.,2689
LABMEN2F,Gen de la MEN 2A -cas familiar,N.D.,2690
LABMEN2I,"Gen de la MEN 2A -cas índex,sa",N.D.,2691
LABMEROE,"Meropenem, plasma LC/MS/MS",µg/mL,2692
LABMEROP,Meropenem,N.D.,2693
LABMEROR,"Mercuri, orina",N.D.,2694
LABMERSE,"Mercuri, sang",mcg/L,2695
LABMESO,Mesoporfirina,N.D.,2696
LABMESUP60,Metotrexat alta sensibilitat (,N.D.,2697
LABMETA,Metadona,N.D.,2698
LABMETAN,Metamfetamina,N.D.,2699
LABMETAP,"Metanefrina, plasma",N.D.,2700
LABMETFDHD,Gen ETFDH-Mutacions familiars(,N.D.,4617
LABMETFDHS,Gen ETFDH-Mutacions familiars(,N.D.,4618
LABMETHBC,"Metahemoglobina, sang capil·la",N.D.,2701
LABMETIMCO,Comentario,N.D.,2702
LABMETLF,Metilfenidat,N.D.,2703
LABMETOR,"Metionina (MET), orina",N.D.,2704
LABMETPVAD,Metanefrina-VAD,N.D.,2705
LABMETPVAI,Metaneferina-VAI,N.D.,2706
LABMETPVC,Metaneferina-VC,N.D.,2707
LABMETQU,Análisis cuantitativo de metadon,ng/mL,2708
LABMETSU12,Metotrexat alta sensibilitat (,N.D.,2709
LABMETSU23,Metotrexat alta sensibilitat (,N.D.,2710
LABMETSU36,Metotrexat alta sensibilitat (,N.D.,2711
LABMETSU42,Metotrexat alta sensibilitat (,N.D.,2712
LABMETSU60,Metotrexat alta sensibilitat (,N.D.,2713
LABMFBRSFA,Mutacions familiars gen GLA (M,N.D.,2714
LABMFU,Fumarasa,N.D.,4619
LABMFUMINT,Interpretació,N.D.,4620
LABMGAAD,Gen GAA - Mutacions familiars,N.D.,4621
LABMGAAS,Gen GAA - Mutacions familiars,N.D.,2715
LABMGBAS,Gen GBA - Mutacions familiar (,N.D.,2716
LABMGM1D,Gen GLB1 - Mutacions familiars,N.D.,4622
LABMGM1S,Gen GLB1 - Mutacions familiars,N.D.,4623
LABMHLRF,Estudio de mutaciones familiares,N.D.,2717
LABMHLRI,Búsqueda de mutaciones en el,N.D.,2718
LABMHLRINT,Interpretació,N.D.,2719
LABMHNT,Mutacions familiars al gen IDS,N.D.,4624
LABMI2,"Ac miositis, anti-Mi2 (Dot-Blot)",N.D.,2720
LABMI24H,Cociente  microalbumina/creatini,mg/g,2721
LABMI2A,"Ac miositis, anti-Mi2-alfa (Dot-",N.D.,2722
LABMI2B,"Ac miositis, anti-Mi2-beta (Dot-",N.D.,2723
LABMIC10,Ácido micofenólico (MPA) [10 hr],N.D.,2724
LABMIC12,Ácido micofenólico (MPA) [12 hr],N.D.,2725
LABMIC30,Ácido micofenólico (MPA) [30 min,µg/mL,2726
LABMICO1,Ácido micofenólico (MPA) [1 hr],µg/mL,2727
LABMICO2,Ácido micofenólico (MPA) [2 hr],µg/mL,2728
LABMICO3,Ácido micofenólico (MPA) [3 hr],N.D.,2729
LABMICO4,Ácido micofenólico (MPA) [4 hr],µg/mL,2730
LABMICO6,Ácido micofenólico (MPA) [6 hr],µg/mL,2731
LABMICO8,Ácido micofenólico (MPA) [8 hr],N.D.,2732
LABMICOH,Microalbumina orina reciente,mg/L,2733
LABMICREOR,Cocient microalbúmina/creatini,N.D.,4625
LABMIGNE,Funció quimiotactica neutròfil,N.D.,2734
LABMIORI,Cociente  microalbumina/creatini,mg/g creatinina,2735
LABMKRBS,Gen GALC-Mutacions familiars (,N.D.,2736
LABMLAP,Maximum Lysis (ML) in APTEM,N.D.,2737
LABMLD,"Anticuerpos antimúsculo liso, sé",N.D.,2738
LABMLE,Maximum Lysis (ML) in EXTEM,N.D.,2739
LABMLF,Maximum Lysis (ML) in FIBTEM,N.D.,2740
LABMLH,Maximum Lysis (ML) in HEPTEM,N.D.,2741
LABMLH1,Cáncer de colon hereditario no p,N.D.,2742
LABMLI,Maximum Lysis (ML) in INTEM,N.D.,2743
LABMLP,"Anticuerpos antimúsculo liso, sé",N.D.,2744
LABMLPAAC,MLPA Ampliació Càncer,N.D.,4626
LABMLPACC,MLPA Càncer Hereditari Colon,N.D.,2745
LABMLPACH,MLPA Càncer Hereditari,N.D.,4627
LABMLPACM,MLPA Melanoma,N.D.,4628
LABMLPACOM,MLPA Càncer Hereditari Ovari/M,N.D.,4629
LABMMACHCD,Gen MMACHC - Mutacions familia,N.D.,4630
LABMMACHCS,Gen MMACHC - Mutacions familia,N.D.,2746
LABMMLMD,Gen ARSB - Mutacions familiars,N.D.,4631
LABMMLMS,Gen ARSB - Mutacions familiars,N.D.,2747
LABMMM,Detecció de cèl.lules circulan,N.D.,4632
LABMMP1FC,"Metaloproteinasa-1, plasma",ng/mL,4633
LABMMP2,"Metaloproteinasa-2, plasma",ng/mL,4634
LABMMP9,"Metaloproteinasa-9, plasma",ng/mL,4635
LABMNPC1S,Mutacions familiars al gen NPC,N.D.,2748
LABMODSM,Estudio genético de las diabetes,N.D.,2749
LABMODYCG,Estudio diabetes monogénica (cas,N.D.,2750
LABMODYF,Diabetes monogénicas (caso famil,N.D.,2751
LABMODYG,Diabetis monogèniques (cas índ,N.D.,4636
LABMOGL,"Anticuerpos anti-MOG (CBA), LCR",N.D.,2752
LABMOGL_I,Interpretació,N.D.,2753
LABMOGS,"Anticuerpos anti-MOG (CBA), séru",N.D.,2754
LABMOGS_I,Interpretació,N.D.,2755
LABMONMASC,Monòcits sang de cordó,10^9L,5061
LABMONOAM,Monocitos absoluto manual,10^9/L,2756
LABMONOASC,Monòcits sang de cordó,10^9/L,5062
LABMONOMSC,Monòcits sang de cordó,%,5063
LABMONOSC,Monòcits sang de cordó,%,5064
LABMORF,Morfina,N.D.,2757
LABMORFOG,Morfologia eritrocitaria (glut,N.D.,2758
LABMPA1,Àcid micofenòlic (MPA) [1 hr],µg/mL,4637
LABMPA10,Àcid micofenòlic (MPA) [10 hr],µg/mL,4638
LABMPA12,Àcid micofenòlic (MPA) [12 hr],µg/mL,4639
LABMPA2,Àcid micofenòlic (MPA) [2 hr],µg/mL,4640
LABMPA30,Àcid micofenòlic (MPA) [30 min,µg/mL,4641
LABMPA4,Àcid micofenòlic (MPA) [4hr] -,µg/mL,4642
LABMPA6,Àcid micofenòlic (MPA) [6 hr],µg/mL,4643
LABMPA8,Àcid micofenòlic (MPA) [8 hr],µg/mL,4644
LABMPAB,Àcid micofenòlic (MPA) [BASAL],µg/mL,4645
LABMPAME,Metabòlit de làcid micofenòli,µg/mL,4646
LABMPDHINT,Interpretació,N.D.,4647
LABMPDHR,Piruvat deshidrogenasa total (,N.D.,4648
LABMPM01,Metabòlit del àcid micofenòlic,µg/mL,4649
LABMPM02,Metabòlit del àcid micofenòlic,µg/mL,4650
LABMPM04,Metabòlit del àcid micofenòlic,µg/mL,4651
LABMPM06,Metabòlit del àcid micofenòlic,µg/mL,4652
LABMPM08,Metabòlit del àcid micofenòlic,µg/mL,4653
LABMPM10,Metabòlit del àcid micofenòlic,µg/mL,4654
LABMPM12,Metabòlit del àcid micofenòlic,µg/mL,4655
LABMPM30,Metabòlit del àcid micofenòlic,µg/mL,4656
LABMPO,"Anticuerpos antimieloperoxidasa,",UI/mL,2759
LABMPOANCA,Anticossos ant-MPO (ANCA) sèr,,5091
LABMPOP,"Polimorfisme MPO-436A/G, sang",N.D.,5013
LABMPOU,Anticuerpos antimieloperoxidasa,N.D.,2760
LABMSFAS,Estudi de mutacions en el gen,N.D.,4657
LABMSH2,Cáncer de colon hereditario no p,N.D.,2761
LABMSH6,Cáncer de colon hereditario no p,N.D.,2762
LABMTHFR,Gen de la metilén tetrahidrofo,N.D.,2763
LABMTYS,Estudi mutacions familiars al,N.D.,2764
LABMTYSI,Interpretació,N.D.,2765
LABMULVW,Multímers factor von Willebran,N.D.,2766
LABMUTPR,Gen de la protrombina -mutació,N.D.,2767
LABMX1I,IgE Fongs(mx1:pen/clad/aspfum/,N.D.,2768
LABMX1II,IgE Fongs(mx1:pen/clad/aspfum/,N.D.,2769
LABMX2I,"IgE mescla fongs 2 (cl), sèrum",N.D.,2770
LABMX2II,"IgE mescla fongs 2, sèrum",N.D.,2771
LABMXALD,Mutacions familiars al gen ABC,N.D.,2772
LABMXCTD,Gen CYP27A1 - Mutacions famili,N.D.,4658
LABMXCTS,Gen CYP27A1 - Mutacions famili,N.D.,4659
LABMYH,Estudi del gen MYH implicat en,N.D.,4660
LABNADSP,Diferencia % Na,N.D.,2773
LABNAFLDS,NAFLD Score,N.D.,2774
LABNALDP,"Sodi, líquid diálisi peritonea",N.D.,2775
LABNALQ,"Sodi, líquid",N.D.,2776
LABNAMSP,Concentración medida muestra Na,mEq/L,2777
LABNAOS,Excreción urinaria sodio,mg/24h,2778
LABNAPTAL,Proteïna Tau,N.D.,2779
LABNASC,"Sodi, sang capil·lar",N.D.,2780
LABNAST,"Sodio, sangre",mEq/L,2781
LABNASV,"Sodio, sangre",mmol/L,2782
LABNATSP,Concentración teórica muestra Na,mEq/L,2783
LABNAV,"Sodi, venós",N.D.,2784
LABNCL,Anticuerpos antinucleosoma,U/mL,2785
LABNEFILC,"Nelfinavir, sang total LC/MS",ng/mL,2786
LABNELFI,"Nelfinavir, sang total",µg/mL,4661
LABNEOP,"Neopterina, sèrum",nmol/L,4662
LABNEUSMSC,Neutròfils segmentats sang de,%,5065
LABNEUT,Neutròfils,N.D.,2787
LABNEUTAM,Neutrofilos absoluto manual,10^9/L,2788
LABNEUTASC,Neutròfils sang de cordó,10^9/L,5066
LABNEUTR,Neutròfils,N.D.,2789
LABNEUTSC,Neutròfils sang de cordó,%,5067
LABNEVI,"Neviparina, sang total",µg/mL,4663
LABNEVMSLC,"Nevirapina, sang total LC/MS",µg/mL,2790
LABNFLS,"Neurofilaments (NfL), sèrum",N.D.,2791
LABNGAL,Lipocalina associada a gelatin,ng/mL,4935
LABNGALO,Lipocalina associada a gelatin,N.D.,2792
LABNGALT,NGAL-t,N.D.,2793
LABNGALTM,NGAL-T normalizado,N.D.,2794
LABNIFX,Prova ràpida-Nivells Inflixima,N.D.,2795
LABNIPTA,Estudio DNA fetal ampliado,N.D.,2796
LABNIPTAC,Estudio DNA fetal ampliado (come,N.D.,2797
LABNIQ,"Niquel, orina",N.D.,2798
LABNITOB,NITRITS ORINA BASIC,N.D.,4664
LABNKCD16,"NK CD56+ CD16+, % sobre NK tot",%,2799
LABNKCD56,"NK CD56+++, % sobre NK totals",%,2800
LABNOD2,Mutacions Gen NOD2,N.D.,2801
LABNOR90,Ac IgG anti-NOR90 (Dot-Blot),N.D.,2802
LABNORAD,"Noradrenalina,plasma",N.D.,2803
LABNORMP,"Normetanefrina, plasma",N.D.,2804
LABNORMVAD,Normetanefrina-VAD,N.D.,2805
LABNORMVAI,Normetanefrina-VAI,N.D.,2806
LABNORMVC,Normetanefrina-VC,N.D.,2807
LABNOSED,Sediment urinari:,N.D.,2808
LABNOXOR,"Nitrits i nitrats (NOx),orina",mmol/L,4665
LABNOXP,"Nitrits i nitrats (NOx),sèrum",µmol/L,4666
LABNPY,"Neuropèptid Y,plasma",pmol/L,5018
LABNPYP,"Neuropèptid Y, plasma",N.D.,2809
LABNR3CF,Gen NR3C1- mutació concreta (c,N.D.,4667
LABNR3CI,Gen NR3C1- recerca de mutacion,N.D.,4668
LABNSEC,Enolasa neuronal especifica,ng/mL,2810
LABNT,NEUROTENSINA,N.D.,4938
LABNTBNPU,NT-proBNP plasma,pg/mL,2811
LABNTDR,Risc DTN,N.D.,2812
LABNTP,NT-proBNP plasma,pg/mL,2813
LABNXP2,"Ac miositis, anti-NXP2 (Dot-Blot",N.D.,2814
LABO214I,IgE MUXF3 CCD (o214)-cl.,N.D.,2815
LABO214II,IgE MUXF3 CCD (o214)-conc.,N.D.,2816
LABO2DEO,"2-Deoxiadenosina, orina",µmol/mol creat.,4669
LABO2DEOX,"2-Deoxiguanosina, orina",µmol/mol creat.,4670
LABO2DEOXI,"2-Deuxiuridina, orina",µmol/mol creat.,4671
LABO2METB,2-Metilbutirilglicina,mmol/mol creat.,2817
LABO3METCR,3-Metilcrotonilglicina,mmol/mol creat.,2818
LABO3OHP,Ácido 3-hidroxipropiónico,mmol/mol creat.,2819
LABO5AMI,5-Aminoimidazol-4-carboxamidar,µmol/mol creat.,4672
LABO5HIDR,"5-hidroxi-metiluracilo, orina",µmol/mol creat.,4673
LABOA2HA,Ácido 2-hidroxiadípico,mmol/mol creat.,2820
LABOA2HG,Ácido 2-hidroxiglutárico,mmol/mol creat.,2821
LABOA2HS,Ácido 2-hidroxiisovalérico,mmol/mol creat.,2822
LABOA2HSE,Ácido 2-hidroxisebácico,mmol/mol creat.,2823
LABOA2MSUC,Ácido 2-metilsuccínico,mmol/mol creat.,2824
LABOA3H2M,Ácido 3-hidroxi-2-metilbutíric,mmol/mol creat.,2825
LABOA3H3M,Ácido 3-hidroxi-3-metilglutári,mmol/mol creat.,2826
LABOA3HA,Ácido 3-hidroxiadípico,mmol/mol creat.,2827
LABOA3HB,Ácido 3-hidroxibutírico,mmol/mol creat.,2828
LABOA3HD,Ácido 3-hidroxidodecanedioico,mmol/mol creat.,2829
LABOA3HG,Ácido 3-hidroxiglutárico,mmol/mol creat.,2830
LABOA3HP,Ácido 3-hidroxipropiónico,mmol/mol creat.,2831
LABOA3HS,Ácido 3-hidroxiisovalérico,mmol/mol creat.,2832
LABOA3HSE,Ácido 3-hidroxisebácico,mmol/mol creat.,2833
LABOA3MGLU,Ácido 3-metilglutacónico,mmol/mol creat.,2834
LABOA3MGR,Ácido 3-metilglutárico,mmol/mol creat.,2835
LABOA4HB,Ácido 4-hidroxibutírico,mmol/mol creat.,2836
LABOA4HFA,Ácido 4-hidroxifenilláctico,mmol/mol creat.,2837
LABOA4HFAC,Ácido 4-hidroxifenilacético,mmol/mol creat.,2838
LABOA4HFPI,Ácido 4-hidroxifenilpirúvico,mmol/mol creat.,2839
LABOAA,Ácido adípico,mmol/mol creat.,2840
LABOABAM,"Ácido Beta-aminoisobutírico, o",µmol/mol creat.,4674
LABOAC,Ácido 2-cetoglutárico,mmol/mol creat.,2841
LABOACIT,Ácido cítrico,mmol/mol creat.,2842
LABOACTNTC,Comentario,N.D.,2843
LABOACTYR,Acetiltirosina,mmol/mol creat.,5078
LABOADEN,"Adenina, orina",µmol/mol creat.,4675
LABOADENO,"Adenosina, orina",µmol/mol creat.,4676
LABOADHCYS,Adenosilhomocisteína,mmol/mol creat.,5079
LABOAETIL,Ácido etilmalónico,mmol/mol creat.,2844
LABOAFEN,Ácido fenilpirúvico,mmol/mol creat.,2845
LABOAFENIL,Ácido 3-fenil-láctico,mmol/mol creat.,2846
LABOAFUM,Ácido fumárico,mmol/mol creat.,2847
LABOAGLB,"Ácido glutárico, orina",mmol/mol creat.,2848
LABOAGLB3O,"Ácido 3-hidroxi-glutárico, orina",mmol/mol creat.,2849
LABOAGLCO,Ácido glicólico,mmol/mol creat.,2850
LABOAGLI,Ácido glicérico,mmol/mol creat.,2851
LABOAGLU,Ácido glutárico,mmol/mol creat.,2852
LABOAHGEN,Ácido homogentísico,mmol/mol creat.,2853
LABOAHVAN,Ácido homovanílico,mmol/mol creat.,2854
LABOALAC,Ácido láctico,mmol/mol creat.,2855
LABOALEV,"Ácido aminolevulínico, orina",mmol/mol creatina,2856
LABOAMA,Ácido málico,mmol/mol creat.,2857
LABOAMEMAL,Ácido metilmalónico,mmol/mol creat.,2858
LABOAMETCI,Ácido metilcítrico,mmol/mol creat.,2859
LABOAMEVA,Ácido mevalónico,mmol/mol creat.,2860
LABOAMLON,Ácido malónico,mmol/mol creat.,2861
LABOANACAS,Ácido N-acetil-aspártico,mmol/mol creat.,2862
LABOAORGO,Ácidos organicos en orina,N.D.,2863
LABOAORO,"Ácido orótico, orina",µmol/mol creat.,4677
LABOAOROT,Ácido orótico,mmol/mol creat.,2864
LABOAOXA,Ácido oxálico,mmol/mol creat.,2865
LABOAPIR,Ácido piroglutámico,mmol/mol creat.,2866
LABOASEB,Ácido sebácico,mmol/mol creat.,2867
LABOASPG,"Aspartilglucosamina, orina",mmol/mol creatina,2868
LABOASUB,Ácido subérico,mmol/mol creat.,2869
LABOASUC,Ácido succínico,mmol/mol creat.,2870
LABOAURI,"Ácido úrico, orina",µmol/mol creat.,4678
LABOAVANIL,Ácido vanil-láctico,mmol/mol creat.,2871
LABOBALA,"beta-Alanina, orina",mmol/mol creatina,2872
LABOBALAN,"Beta-Alanina, orina",µmol/mol creat.,4679
LABOBMED,Observacions mèdiques:,N.D.,2873
LABOBMEDI,Observacions mèdiques:,N.D.,2874
LABOBS,Observacions,N.D.,2875
LABOBSERVA,Observacions,N.D.,2876
LABOBSGAS,Observacions,N.D.,2877
LABOBSP,Observacions,N.D.,2878
LABOBSPO4,Observacions,N.D.,2879
LABOBSSED,Observacions sediment,N.D.,2880
LABOBSSV,Observacions,N.D.,2881
LABOBUREI,"Beta-Ureidopropionato, orina",µmol/mol creat.,4680
LABOBUT,Butirilglicina,mmol/mol creat.,2882
LABOC0,Carnitina libre,mmol/mol creat.,2883
LABOC0C16C,C0/ (C16 +C18),N.D.,2884
LABOC10,Decanoilcarnitina,mmol/mol creat.,2885
LABOC101,Decenoilcarnitina,mmol/mol creat.,2886
LABOC102,Decadienoilcarnitina,mmol/mol creat.,2887
LABOC12,Dodecanoilcarnitina,mmol/mol creat.,2888
LABOC121,Dodecenoilcarnitina,mmol/mol creat.,2889
LABOC14,Tetradecanoilcarnitina,mmol/mol creat.,2890
LABOC141,Tetradecenoilcarnitina,mmol/mol creat.,2891
LABOC141C1,C14:1/C16,N.D.,2892
LABOC141C2,C14:1/C2,N.D.,2893
LABOC142,Tetradecadienoilcarnitina,mmol/mol creat.,2894
LABOC14OH,3-OH-tetradecanoilcarnitina,mmol/mol creat.,2895
LABOC16,Hexadecanoilcarnitina,mmol/mol creat.,2896
LABOC161,Hexadecenoilcarnitina,mmol/mol creat.,2897
LABOC161OH,3OHhexadecheptadecanoilcar,mmol/mol creat.,2898
LABOC16C18,C16 + C18:1/C2,N.D.,2899
LABOC16OH,3-OH-hexadecanoilcarnitina,mmol/mol creat.,2900
LABOC16OH1,C16OH/C14,N.D.,2901
LABOC16OHC,C16OH/C2,N.D.,2902
LABOC18,Octadecanoilcarnitina,mmol/mol creat.,2903
LABOC181,Octadecenoilcarnitina,mmol/mol creat.,2904
