surgery_code,surgery_code_descr
Q01447,reconstruccion de mandibula + osteosintesis | reconstruccio de mandibula + osteosintesi | reconstruccion de mandibula + osteosintesi
Q01448,reconstruccio d areola i de mugro | reconstruccio de mugro
Q01449,reconstruccio extraoral de mandibula amb placa d osteosintesi | reconstruccio extraoral de mandibula amb placa d osteosintesi
Q01450,reconstruccio mamaria amb empelt de dorsal ample
Q01451,reconstruccio mamaria amb empelt lliure | reconstruccio mamaria amb empelt lliure
Q01452,reconstruccio mamaria amb penjall diep | reconstruccio mamaria amb penjall tram de pedicle doble
Q01453,reconstruccio mamaria amb penjall tram de pedicle simple
Q01454,reconstruccio mamaria amb penjall tram de pedicle simple amb anastomosi microvas
Q01455,reconstruccio maxil.lar o mandibular (parcial) amb implant subperiostic | reconstruccio maxil.lar o mandibular (parcial) amb implant subperiostic
Q01456,reconstruccio maxil.lar o mandibular (total) amb implant subperiostic | reconstruccio maxil.lar o mandibular (total) amb implant subperiostic
Q01457,reconstruccio nasal: parts toves | reconstruccio nasal: parts toves
Q01458,reconstruccio nasal: parts toves i parts ossies
Q01459,reconstruccio parcial de pavello de l orella | reconstruccio parcial de pavello de l orella
Q01460,reconstruccio total de melic
Q01461,reconstruccio total del pavello de l orella | reconstruccio total de pavello de l orella
Q01462,reconstruccion vaginal con expansor | reconstruccio vaginal amb expansor | reconstruccion vaginal amb expansor
Q01463,reconstruccio vaginal amb plastia musculocutania | reconstruccio vaginal amb plastia musculocutania
Q01464,reconstruccio vulvar despres de cirurgia oncologica
Q01465,reparacio d eventracio amb penjall muscular
Q01466,reparacio d extrofia vesical
Q01467,sequestrectomia d os facial
Q01468,sinusectomia frontal
Q01469,sinusotomia frontal
Q01470,tancament de fistula de la boca
Q01471,tancament de fistula salival
Q01474,comissurotomia de valvula mitral (oberta) [heart-port]
Q01476,reemplacament de protesi de v mitral amb protesi biologica [heart-port] | reemplacament de protesi valvular mitral amb protesi biologica [heart-port]
Q01477,reemplacament de protesi v mitral amb protesi mecanica (heart-port) | reemplacament de protesi valvular mitral amb protesi mecanica [heart-port]
Q01478,reemplacament de protesi de v tricuspide amb protesi biologica [heart-port] | reemplacament de protesi valvular tricuspide amb protesi biologica [heart-port]
Q01480,reemplacament de valvula mitral amb protesi biologica [heart-port]
Q01481,reemplacament de valvula mitral amb protesi mecanica (heart`port) | reemplacament de valvula mitral amb protesi mecanica [heart-port]
Q01482,reemplacament de valvula tricuspide ambprotesi biologica [heart-port]
Q01484,reparacio de valvula mitral (heart-port) | reparacio de valvula mitral [heart-port]
Q01485,reparacio de valvula tricuspide amb anell protetic (heart-port) | reparacio de valvula tricuspide amb anell protetic [heart-port]
Q01487,tancament de cia (heart-port) | tancament de cia [heart-port]
Q01488,cirurgia de neoplasies de cavitat oral | cirurgia de neoplasies de cavitat oral
Q01489,col.locacio de via venosa central <local> | col.locacio de via venosa central <local>
Q01490,descomprenssio d estenosi de canal lumbar | descompressio d estenosi de canal lumbar
Q01491,drenatge d absces gluti
Q01492,excisio de bursitis de colze | excisio de bursitis de colze
Q01493,excisio de condilomes perianals | excisio de condilomes perianals
Q01494,excisio de condilomes perianals <local>
Q01495,excisio de gangli al canell | excisio de ganglio al canell
Q01496,excisio de ganglio al canell  <local> | excisio de ganglio al canell <local>
Q01498,excisio de lesio d orbita | excisio de lesio d orbita
Q01499,excisio de lesio labial | excisio de lesio labial
Q01500,excisio de lesio labial <local>
Q01501,excisio de lesio lingual
Q01502,excisio de lesio lingual <local>
Q01503,excisio de lipoma | excisio de lipoma
Q01504,excisio de lipoma <local> | excisio de lipoma <local> | excisio de lipoma <local>
Q01505,excisio de teixit cerebral | excisio de teixit cerebral
Q01506,excisio de tumor de parts toves: extremitat  inf. | excisio de tumor de parts toves: extremitat inf.
Q01507,excisio de tumor de parts toves: extremitat inf <local> | excisio de tumor de parts toves: extremitat inf. <local>
Q01508,excisio de tumor de parts toves: extremitat sup | excisio de tumor de parts toves: extremitat sup.
Q01509,excisio de tumor de parts toves: extremitat sup <local> | excisio de tumor de parts toves: extremitat sup. <local>
Q01510,excisio de tumor de parts toves: ma
Q01511,escisio de tumor de parts toves:ma <local> | excisio de tumor de parts toves: ma <local>
Q01512,excisio de tumor de parts toves: peu
Q01513,excisio de tumor de parts toves: <local> | excisio de tumor de parts toves: peu <local>
Q01514,excisio de tumor ossi: carpians i/o metacarpians
Q01515,excisio de tumor ossi: cubit i radi
Q01516,excisio de tumor ossi: femur | excisio de tumor ossi: femur
Q01517,excisio de tumor ossi: humer
Q01518,excisio de tumor ossi: pelvis | excisio de tumor ossi: pelvis
Q01519,excisio de tumor ossi: rotula
Q01520,excisio de tumor ossi: tarsians i/o metatarsians
Q01521,excisio de tumor ossi: tibia i perone
Q01522,excisio de tumor vertebral per via anterior | excisio de tumor vertebral per via anterior
Q01523,excisio de tumor vertebral per via posterior
Q01524,excisio d hal.lux valgus | excisio d hal.lux valgus
Q01525,extraccio de cos estrany al colze
Q01526,extraccio de cos estrany al colze <local>
Q01527,extraccio de cos estrany al peu | extraccio de cos estrany al peu
Q01528,extraccio de cos estrany al peu <local>
Q01529,extraccio de derivacio ventriculo-peritoneal | extraccio de derivacio ventriculo-peritoneal
Q01530,extraccio de mo de carpians i/o metacarpians | extraccio de mo de carpians i/o metacarpians
Q01531,extraccio de mo de columna per via anterior
Q01532,extraccio de mo de columna per via posterior | extraccio de mo de columna per via posterior
Q01533,extraccio de m.o. de cubit i/o radi | extraccio de mo de cubit i/o radi
Q01534,extraccio de mo de cubit/io radi: agulles k | extraccio de mo de cubit i/o radi: agulles de kirschner
Q01535,extraccio de mo de cubit i/o radi: placa
Q01536,extraccio de mo de falanges de la ma
Q01537,extraccio de mo de falanges del peu | extraccio de mo de falanges del peu
Q01538,extraccio de m.o. de fermur | extraccio de mo de femur
Q01539,extraccio de mo de femur:clau endomedul.lar | extraccio de mo de femur: clau endomedul.lar
Q01540,extraccio de mo de femur: clau endomedul.lar retrograd
Q01541,extraccio de mo de femur: clau-placa lliscant | extraccio de mo de femur: clau-placa lliscant
Q01542,extraccio de mo de femur: placa
Q01543,extraccio de mo pelvis | extraccio de mo de pelvis
Q01544,extraccio de mo de rotula
Q01545,extraccion de m.o. de tarsianos y/o metatarsianos | extraccio de mo de tarsians i/o metatarsians | extraccio de m.o. de tarsians i/o metatarsians
Q01546,extraccio de mo de tibia i7o perone | extraccio de mo de tibia i/o perone
Q01547,estraccio de mo de tibia i/o perone:: clau endomedul.lar | extraccio de mo de tibia i/o perone: clau endomedul.lar
Q01548,extraccion m.o. de tibia i/o perone: placa y/o tornillo | extraccio de mo de tibia i/o perone: placa i/o cargol | extraccio m.o. de tibia i/o perone: placa i/o cargol
Q01549,extraccio de mo d humer | extraccio de mo d humer
Q01550,extraccio de mo d humer. agulles k | extraccio de mo d humer: agulles de kirschner
Q01551,extraccio de mo d humer: clau endomedul.lar
Q01552,extraccio de mo d humer: placa | extraccio de mo d humer: placa
Q01553,gastrostomia (per laparotomia | gastrostomia (per laparotomia)
Q01554,ileotransversostomia | ileotransversostomia
Q01555,ileotransversostomia (laparoscopia) | ileotransversostomia (per laparoscopia)
Q01556,implantacio d estimulador vagal | implantacio d estimulador cortical cerebral
Q01557,lobectomia cerebral
Q01558,mapeig cerebral: motor i de llenguatge
Q01559,neteja de ferida d esternotomia | neteja de ferida d esternotomia
Q01560,operacio drez per a lesions medul.lars
Q01561,osteosintesi de rotula | osteosintesi de rotula
Q01562,pancreatocisto-gastrostomia (laparoscopia) | pancreatocisto-gastrostomia (per laparoscopia)
Q01563,puncio lumbar diagnostica <local> | puncio lumbar diagnostica <local>
Q01565,reparacion de lesion de plexo braquial | reparacio de lesio de plexe braquial | reparacio de lesio de plexe braquial
Q01566,reparacio de pseudoartrosi de perone: curetatge i osteosintesi
Q01567,reseccio d escafoide del carp
Q01568,reseccio d escafoide del tars
Q01569,revisio d hipospadies
Q01570,septoplastia ventricular | septoplastia ventricular
Q01571,talamotomia estereotactica
Q01572,tancament de vesicostomia (cistostomia)
Q01573,tenotomia de tendo d`aquil.les | tenotomia de tendo d aquil.les
Q01574,biopsia d adenopatia axil.lar <local>
Q01575,biopsia de adenopatia cervical <local> | biopsia d adenopatia cervical <local> | biopsia d adenopatia cervical <local>
Q01576,biopsia d adenopatia inguinal <local> | biopsia d adenopatia inguinal <local>
Q01577,biopsia de cavum | biopsia de cavum
Q01578,biopsia gingival
Q01579,biopsia gingival <local>
Q01580,biopsia labial
Q01581,biopsia labial <local>
Q01582,biopsia lingual
Q01583,biopsia lingual <local>
Q01584,biopsia muscular
Q01585,biopsia muscular <local> | biopsia muscular <local>
Q01586,biopsia ossia d extremitat inferior  <local> | biopsia ossia d extremitat inferior <local>
Q01587,biopsia ossia d extremitat superior <local>
Q01588,col.locacio de cateter peritoneal <local> | col.locacio de cateter peritoneal <local>
Q01589,col.locacio de cateter venos per a hd | col.locacio de cateter venos per a hd (perm-cath)
Q01590,col.locacio de cateter venos per a hd  (perm-cath) <local> | col.locacio de cateter venos per a hd (perm-cath) <local>
Q01591,col.locacio de reservori subcutani per a medicacio (port-a-cath) | col.locacio de reservori subcutani per a medicacio (port-a-cath)
Q01592,colocacion de reservorio subcutaneo para medicacion(port-a-cath) <local> | col.locacio de reservori subcutani per a medicacio (port-a-cath) <local> | col.locacio de reservori subcutani per a medicacio (port-a-cath) <local>
Q01594,excisio de diverticle uretral | excisio de diverticle uretral
Q01595,excisio de lesio de paret toracica | excisio de lesio de paret toracica
Q01596,excisio de polip anal | excisio de polip anal
Q01597,excisio de polip gastric
Q01598,excisio de polip rectal
Q01599,excisio de tumor de mesenteri
Q01600,excisio d hidrosadenitis axil.lar | excisio d hidrosadenitis axil.lar
Q01601,excisio d hidrosadenitis inguinal
Q01602,excisio d ulcera de talo de pressio + penjall cutani
Q01603,extraccio de cateter peritoneal <local>
Q01604,extraccio de coaguls intravesicals (percistoscopia)
Q01605,extraccio de coaguls intravesicals (percistotomia)
Q01606,extraccio de cos estrany intravesical (per cistoscopia) | extraccio de cos extrany intravesical (per cistoscopia)
Q01607,extraccio de cos estrany intravesical (per cistotomia) | extraccio de cos extrany intravesical (per cistotomia)
Q01608,extraccio de dtt <local>
Q01609,extraccio de mo de carpians i/o metacarpians  <local> | extraccio de mo de carpians i/o metacarpians <local>
Q01610,extraccio de mo de cubit i/o radi <local> | extraccio de mo de cubit i/o radi <local>
Q01611,extraccio de mo de falanges de la ma <local>
Q01612,extraccio de mo de falanges del peu<local> | extraccio de mo de falanges del peu <local>
Q01613,extraccio de mo de tarsians i/o metatarsians <local>
Q01614,extraccio de mo de tibia i/o perone <local>
Q01615,extraccio de tamponament nasal <local>
Q01616,extraccio quirurgica de dent | extraccio quirurgica de dent
Q01617,jejunostomia
Q01619,protesi total de maluc: de superficie
Q01620,recanvi parcial de protesi t de maluc: cotila | recanvi de protesi total de maluc: cotila
Q01621,reconstruccio d areola i de mugro <local> | reconstruccio de mugro <local>
Q01622,reduccio (oberta) de luxacio de colze | reduccio (oberta) de luxacio de colze
Q01623,reduccio (tancada) de luxacio de colze | reduccio (tancada) de luxacio de colze
Q01624,regularitzacio d amputacio traumatica de dit de la ma | regularitzacio d amputacio traumatica de dit de la ma
Q01625,reparacio de dit del peu de martell <local>
Q01626,reparacio de dit del peu d urpa <local> | reparacio de dit del peu d urpa <local>
Q01627,reparacio d estenosi ureteral | reparacio d estenosi ureteral
Q01628,reseccio parcial d intesti gros | reseccio parcial d intesti gros
Q01629,reseccio parcial d intesti gros (laparoscopia) | reseccio parcial d intesti gros (per laparoscopia)
Q01630,simpatectomia toracica unilateral (per toracotomia)
Q01631,simpatectomia toracica unilateral (per vtc) | simpatectomia toracica unilateral (per vtc)
Q01632,sutura de laceracio d esofag | sutura de laceracio d esofag
Q01633,sutura de laceracio d estomac | sutura de laceracio d estomac
Q01634,tancament de laringostomia <local>
Q01635,tancament de traqueostomia <local>
Q01637,turbinectomia <local>
Q01638,alliberament de cicatriu de la ma
Q01639,alliberament de tenosinovitis de dequervain
Q01640,aplicacio d al.loempelt ossi | aplicacio d al.loempelt ossi
Q01641,aplicacion de autoinjerto oseo | aplicacio d autoempelt ossi | aplicacio d autoempelt ossi
Q01642,aplicacio de bmp | aplicacio de bmp
Q01643,artrotomia i drenatge de canell
Q01644,artrotomia i drenatge de colze
Q01645,artrotomia i drenatge de genoll
Q01646,artrotomia i drenatge de maluc
Q01647,artrotomia i drenatge de turmell
Q01648,artrotomia i drenatge d espatlla
Q01649,biopsia d adenopatia supraclavicular <local> | biopsia d adenopatia supraclavicular <local>
Q01650,biopsia de pell i teixit subcutani
Q01651,biopsia de pell i teixit subcutani <local>
Q01652,biopsia ossia facial | biopsia ossia facial
Q01653,biopsia ossia facial <local>
Q01654,biopsia peritoneal o de tumoracion peritoneal | biopsia peritoneal o de tumoracio peritoneal
Q01655,biopsia peritoneal o de tumoracio peritoneal (laparoscopia) | biopsia peritoneal o de tumoracio peritoneal (per laparoscopia)
Q01656,biopsia rectal | biopsia rectal
Q01657,biopsia rectal <local>
Q01658,curetatge d encondroma | curetatge d encondroma
Q01659,desbridament i neteja de ferida de paret abdominal
Q01660,desbridament i neteja de ferida de paret toracica
Q01661,desbridament i neteja de ferida d extremitat inferior
