diag_ref,catalog,code,diag_descr
6021923,12,H02.205,"Lagoftalmos no especificado, ojo izquierdo, párpado inferior"
6021924,12,H02.206,"Lagoftalmos no especificado, ojo izquierdo, párpado no especificado"
6021925,12,H02.204,"Lagoftalmos no especificado, ojo izquierdo, párpado superior"
6021926,12,H02.209,"Lagoftalmos no especificado, ojo no especificado, párpado no especificado"
6021927,12,H02.235,"Lagoftalmos paralítico, ojo izquierdo, párpado inferior"
6021928,12,H02.236,"Lagoftalmos paralítico, ojo izquierdo, párpado no especificado"
6021929,12,H02.239,"Lagoftalmos paralítico, ojo no especificado, párpado no especificado"
6021930,12,Q31.5,Laringomalacia congénita
6021931,12,R46.4,Lentitud y poca capacidad de respuesta
6021932,12,S06.2X9S,"Lesión cerebral difusa traumática con pérdida de conciencia de duración no especificada, secuela"
6021933,12,S06.2X0A,"Lesión cerebral difusa traumática sin pérdida de conciencia, contacto inicial"
6021934,12,S06.300A,"Lesión cerebral focal traumática no especificada, sin pérdida de conciencia, contacto inicial"
6021935,12,S14.119S,"Lesión completa a nivel no especificado de médula espinal cervical, secuela"
6021936,12,S34.119S,"Lesión completa a nivel no especificado de médula espinal lumbar, secuela"
6021937,12,K31.82,Lesión de Dieulafoy (hemorrágica) de estómago y duodeno
6021938,12,G57.03,"Lesión de nervio ciático, ambas extremidades inferiores"
6021939,12,G57.01,"Lesión de nervio ciático, extremidad inferior derecha"
6021940,12,G57.02,"Lesión de nervio ciático, extremidad inferior izquierda"
6021941,12,G57.00,"Lesión de nervio ciático, extremidad inferior no especificada"
6021942,12,G56.21,"Lesión de nervio cubital, extremidad superior derecha"
6021943,12,G56.22,"Lesión de nervio cubital, extremidad superior izquierda"
6021944,12,G56.20,"Lesión de nervio cubital, extremidad superior no especificada"
6021945,12,G57.21,"Lesión de nervio femoral, extremidad inferior derecha"
6021946,12,G57.22,"Lesión de nervio femoral, extremidad inferior izquierda"
6021947,12,G57.20,"Lesión de nervio femoral, extremidad inferior no especificada"
6021948,12,G57.61,"Lesión de nervio plantar, extremidad inferior derecha"
6021949,12,G57.60,"Lesión de nervio plantar, extremidad inferior no especificada"
6021950,12,G57.33,"Lesión de nervio poplíteo externo, ambas extremidades inferiores"
6021951,12,G57.31,"Lesión de nervio poplíteo externo, extremidad inferior derecha"
6021952,12,G57.32,"Lesión de nervio poplíteo externo, extremidad inferior izquierda"
6021953,12,G57.30,"Lesión de nervio poplíteo externo, extremidad inferior no especificada"
6021954,12,G57.40,"Lesión de nervio poplíteo interno, extremidad inferior no especificada"
6021955,12,G56.31,"Lesión de nervio radial, extremidad superior derecha"
6021956,12,G56.32,"Lesión de nervio radial, extremidad superior izquierda"
6021957,12,G56.30,"Lesión de nervio radial, extremidad superior no especificada"
6021958,12,O07.34,Lesión de órganos pélvicos después de intento fallido de interrupción del embarazo
6021959,12,S43.431A,"Lesión de rodete (labrum) glenoideo del hombro derecho, contacto inicial"
6021960,12,S43.431S,"Lesión de rodete (labrum) glenoideo del hombro derecho, secuela"
6021961,12,S43.432S,"Lesión de rodete (labrum) glenoideo del hombro izquierdo, secuela"
6021962,12,R87.613,Lesión escamosa intraepitelial de alto grado (HGSIL) en frotis de cuello uterino
6021963,12,R87.623,Lesión escamosa intraepitelial de alto grado (HGSIL) en frotis de vagina
6021964,12,R87.612,Lesión escamosa intraepitelial de bajo grado (LGSIL) en frotis de cuello uterino
6021965,12,R87.622,Lesión escamosa intraepitelial de bajo grado (LGSIL) en frotis de vagina
6021966,12,M75.92,"Lesión no especificada de hombro, hombro izquierdo"
6021967,12,M75.90,"Lesión no especificada de hombro, hombro no especificado"
6021968,12,S67.192A,"Lesión por aplastamiento de dedo medio derecho, contacto inicial"
6021969,12,S47.2XXA,"Lesión por aplastamiento de hombro y brazo izquierdos, contacto inicial"
6021970,12,S07.8XXA,"Lesión por aplastamiento de otras partes de la cabeza, contacto inicial"
6021971,12,S87.81XA,"Lesión por aplastamiento de pierna derecha, contacto inicial"
6021972,12,S87.82XA,"Lesión por aplastamiento de pierna izquierda, contacto inicial"
6021973,12,S67.00XA,"Lesión por aplastamiento de pulgar no especificado, contacto inicial"
6021974,12,X80.XXXA,"Lesiones autoinfligidas intencionadamente al saltar desde un lugar alto, contacto inicial"
6021975,12,X80.XXXD,"Lesiones autoinfligidas intencionadamente al saltar desde un lugar alto, contacto sucesivo"
6021976,12,X81.1XXA,"Lesiones autoinfligidas intencionadamente al saltar o tenderse delante de tren (subterráneo), contacto inicial"
6021977,12,X81.0XXA,"Lesiones autoinfligidas intencionadamente al saltar o tenderse delante de vehículo motorizado, contacto inicial"
6021978,12,X78.1XXA,"Lesiones autoinfligidas intencionadamente por cuchillo, contacto inicial"
6021979,12,X72.XXXA,"Lesiones autoinfligidas intencionadamente por disparo de arma de fuego, contacto inicial"
6021980,12,X74.9XXA,"Lesiones autoinfligidas intencionadamente por disparo de armas de fuego no especificadas, contacto inicial"
6021981,12,X74.8XXA,"Lesiones autoinfligidas intencionadamente por disparo de otra arma de fuego, contacto inicial"
6021982,12,X76.XXXA,"Lesiones autoinfligidas intencionadamente por humo, fuego y llamas, contacto inicial"
6021983,12,X77.3XXA,"Lesiones autoinfligidas intencionadamente por los aparatos domésticos calientes, contacto inicial"
6021984,12,X78.9XXA,"Lesiones autoinfligidas intencionadamente por objeto cortante no especificado, contacto inicial"
6021985,12,X79.XXXA,"Lesiones autoinfligidas intencionadamente por objeto sin filo, contacto inicial"
6021986,12,X78.8XXA,"Lesiones autoinfligidas intencionadamente por otro objeto puntiagudo, contacto inicial"
6021987,12,X78.8XXD,"Lesiones autoinfligidas intencionadamente por otro objeto puntiagudo, contacto sucesivo"
6021988,12,X83.8XXA,"Lesiones autoinfligidas intencionadamente por otros medios especificados, contacto inicial"
6021989,12,X78.0XXA,"Lesiones autoinfligidas intencionadamente por un cristal afilado, contacto inicial"
6021990,12,K13.70,Lesiones de mucosa oral no especificadas
6021991,12,O9A.211,"Lesiones traumáticas,envenenamiento y algunas otras consecuencias de causas externas que complican el embarazo, primer trimestre"
6021992,12,O9A.212,"Lesiones traumáticas,envenenamiento y algunas otras consecuencias de causas externas que complican el embarazo, segundo trimestre"
6021993,12,O9A.213,"Lesiones traumáticas,envenenamiento y algunas otras consecuencias de causas externas que complican el embarazo, tercer trimestre"
6021994,12,O9A.219,"Lesiones traumáticas,envenenamiento y algunas otras consecuencias de causas externas que complican el embarazo, trimestre no especificado"
6021995,12,O9A.22,"Lesiones traumáticas,envenenamiento y algunas otras consecuencias de causas externas que complican el parto"
6021996,12,C94.20,"Leucemia aguda megacarioblástica, sin haber alcanzado remisión"
6021997,12,C95.00,"Leucemia aguda no especificado tipo celular, sin haber alcanzado remisión"
6021998,12,C92.40,"Leucemia aguda promielocítica, sin haber alcanzado remisión"
6021999,12,C91.41,"Leucemia de células peludas, en remisión"
6022000,12,C91.40,"Leucemia de células peludas, sin haber alcanzado remisión"
6022001,12,C90.10,"Leucemia de células plasmáticas, sin haber alcanzado remisión"
6022002,12,C91.01,"Leucemia linfoblástica aguda, en remisión"
6022003,12,C91.12,"Leucemia linfocítica crónica de células B, en recidiva"
6022004,12,C91.11,"Leucemia linfocítica crónica de células B, en remisión"
6022005,12,C91.10,"Leucemia linfocítica crónica de células B, sin haber alcanzado remisión"
6022006,12,C91.90,"Leucemia linfoide, no especificada, sin haber alcanzado remisión"
6022007,12,C92.02,"Leucemia mieloblástica aguda, en recidiva"
6022008,12,C92.01,"Leucemia mieloblástica aguda, en remisión"
6022009,12,C92.A0,"Leucemia mieloide aguda con displasia multilinaje, sin haber alcanzado remisión"
6022010,12,C92.22,"Leucemia mieloide crónica atípica, BCR/ABL negativa, en recidiva"
6022011,12,C92.21,"Leucemia mieloide crónica atípica, BCR/ABL negativa, en remisión"
6022012,12,C92.20,"Leucemia mieloide crónica atípica, BCR/ABL negativa, sin haber alcanzado remisión"
6022013,12,C92.12,"Leucemia mieloide crónica, BCR/ABL positiva, en recidiva"
6022014,12,C92.11,"Leucemia mieloide crónica, BCR/ABL positiva, en remisión"
6022015,12,C92.91,"Leucemia mieloide no especificada, en remisión"
6022016,12,C92.90,"Leucemia mieloide, no especificada, sin haber alcanzado remisión"
6022017,12,C93.12,"Leucemia mielomonocítica crónica, en recidiva"
6022018,12,C93.11,"Leucemia mielomonocítica crónica, en remisión"
6022019,12,C91.60,"Leucemia prolinfocítica tipo células T, sin haber alcanzado remisión"
6022020,12,C92.41,"Leucemia promielocítica aguda, en remisión"
6022021,12,C95.91,"Leucemia, no especificada, en remisión"
6022022,12,C95.90,"Leucemia, no especificada, sin haber alcanzado la remisión"
6022023,12,H17.01,"Leucoma adherente, ojo derecho "
6022024,12,H17.02,"Leucoma adherente, ojo izquierdo "
6022025,12,K13.21,"Leucoplasia de mucosa oral, incluyendo la lengua"
6022026,12,J84.81,Linfangioleiomiomatosis
6022027,12,C84.74,"Linfoma anaplásico de células grandes, ALK negativo, ganglios linfáticos de axila y extremidad superior"
6022028,12,C84.78,"Linfoma anaplásico de células grandes, ALK negativo, ganglios linfáticos de localizaciones múltiples"
6022029,12,C84.64,"Linfoma anaplásico de células grandes, ALK positivo, ganglios linfáticos de axila y extremidad superior"
6022030,12,C84.69,"Linfoma anaplásico de células grandes, ALK positivo, localización extraganglionar y de órganos sólidos"
6022031,12,C86.5,Linfoma angioinmunoblástico de células T
6022032,12,C82.60,"Linfoma centrofolicular cutáneo, localización no especificada"
6022033,12,C84.A0,"Linfoma cutáneo de células T, no especificado, localización no especificada"
6022034,12,C84.A9,"Linfoma cutáneo de células T, no especificado, localizaciones extraganglionares y de órganos sólidos"
6022035,12,C83.71,"Linfoma de Burkitt, ganglios linfáticos de cabeza, cara y cuello"
6022036,12,C83.70,"Linfoma de Burkitt, localización no especificada"
6022037,12,C83.79,"Linfoma de Burkitt, localizaciones extraganglionares y de órganos sólidos"
6022038,12,C83.07,"Linfoma de células B de células pequeñas, bazo"
6022039,12,C83.01,"Linfoma de células B de células pequeñas, ganglios linfáticos de cabeza, cara y cuello"
6022040,12,C83.03,"Linfoma de células B de células pequeñas, ganglios linfáticos intraabdominales"
6022041,12,C83.00,"Linfoma de células B de células pequeñas, localización no especificada"
6022042,12,C88.4,Linfoma de células B extraganglionar de zona marginal de tejido linfoide asociado a mucosas [linfoma MALT]
6022043,12,C85.27,"Linfoma de células B grandes mediastínico (tímico), bazo"
6022044,12,C85.28,"Linfoma de células B grandes mediastínico (tímico), ganglios linfáticos de localizaciones múltiples"
6022045,12,C85.20,"Linfoma de células B grandes mediastínico (tímico), localización no especificada"
6022046,12,C85.29,"Linfoma de células B grandes mediastínico (tímico), localizaciones extraganglionares y de órganos sólidos"
6022047,12,C85.11,"Linfoma de células B no especificado, ganglios linfáticos de cabeza, cara y cuello"
6022048,12,C85.13,"Linfoma de células B no especificado, ganglios linfáticos intraabdominales"
6022049,12,C85.10,"Linfoma de células B no especificado, localización no especificada"
6022050,12,C85.19,"Linfoma de células B no especificado, localizaciones extraganglionares y de órganos sólidos"
6022051,12,C83.15,"Linfoma de células del manto, ganglios linfáticos de región inguinal y extremidad inferior"
6022052,12,C83.10,"Linfoma de células del manto, localización no especificada"
6022053,12,C83.19,"Linfoma de células del manto, localizaciones extraganglionares y de órganos sólidos"
6022054,12,C81.21,"Linfoma de Hodgkin de celularidad mixta, ganglios linfáticos de cabeza, cara y cuello"
6022055,12,C81.00,"Linfoma de Hodgkin de predominio linfocítico nodular, localización no especificada"
6022056,12,C81.09,"Linfoma de Hodgkin de predominio linfocítico nodular, localizaciones extraganglionares y de órganos sólidos"
6022057,12,C81.40,"Linfoma de Hodgkin rico en linfocitos, no especificado"
6022058,12,C81.14,"Linfoma de Hodgkin tipo esclerosis nodular, ganglios linfáticos de axila y extremidad superior"
6022059,12,C81.11,"Linfoma de Hodgkin tipo esclerosis nodular, ganglios linfáticos de cabeza, cara y cuello"
6022060,12,C81.18,"Linfoma de Hodgkin tipo esclerosis nodular, ganglios linfáticos de localizaciones múltiples"
6022061,12,C81.12,"Linfoma de Hodgkin tipo esclerosis nodular, ganglios linfáticos intratorácicos"
6022062,12,C81.10,"Linfoma de Hodgkin tipo esclerosis nodular, localización no especificada"
6022063,12,C81.98,"Linfoma de Hodgkin, no especificado, ganglios linfáticos de localizaciones múltiples"
6022064,12,C81.90,"Linfoma de Hodgkin, no especificado, localización no especificada"
6022065,12,C81.99,"Linfoma de Hodgkin, no especificado, localizaciones extraganglionares y de órganos sólidos"
6022066,12,C82.50,"Linfoma difuso centrofolicular, localización no especificada"
6022067,12,C83.37,"Linfoma difuso de células B grandes, bazo"
6022068,12,C83.34,"Linfoma difuso de células B grandes, ganglios linfáticos de axila y extremidad superior"
6022069,12,C83.31,"Linfoma difuso de células B grandes, ganglios linfáticos de cabeza, cara y cuello"
6022070,12,C83.38,"Linfoma difuso de células B grandes, ganglios linfáticos de localizaciones múltiples"
6022071,12,C83.33,"Linfoma difuso de células B grandes, ganglios linfáticos intraabdominales"
